MES_83	MES_326	MES_1123	PRO_19	PRO_157	PRO_528
ENSG00000004487.15	4836.4200957984	5451.35038268184	5052.64411158856	5164.72170810331	5868.27692331589	7288.27021708944
ENSG00000004534.14	2461.70489159633	2850.27609786996	2291.10496429298	3439.99331589994	4627.66353685739	7341.17040088757
ENSG00000004660.14	312.962586825703	111.984550554425	237.703355482479	15.8232470512929	30.1554199410831	104.641176420828
ENSG00000004700.15	6000.28051587891	8915.07731043947	6975.8588748837	2173.91362657775	2592.81629683145	2766.92389573084
ENSG00000004766.15	583.930090126234	719.372727225003	715.055122372144	1174.65238417883	1559.30692788547	1273.84319791829
ENSG00000004776.12	7.99916060185872	4.02685137875704	3.95879194353098	5.3597785444979	8.03751515819246	2.07959558771695
ENSG00000004777.18	495.94064256001	204.807992836307	222.909395764824	395.12398042261	283.505965636012	255.784558701201
ENSG00000004779.9	1609.80705834153	1677.8756638314	1307.79977505952	1357.76308304775	851.533974832975	1457.37444783017
ENSG00000004799.7	155.981413326872	262.318169032691	231.785771595417	235.556085693987	1555.28549065222	117.596323473431
ENSG00000004809.13	1	1	1	1	1	1
ENSG00000004838.13	86.9896873942643	46.4027706813556	25.6565995294249	35.8782283559832	37.1929350992755	10.7163602894526
ENSG00000004846.16	1	1	1	1	1	1
ENSG00000004848.7	8.99904068783854	8.06265321709975	14.8076957364779	25.4147598491882	36.1875757909623	1
ENSG00000004864.13	488.941481958151	1040.21897337325	1025.7282764429	2928.15531477589	2198.71544797268	4447.85422580614
ENSG00000004866.20	265.968222784652	378.347471885044	304.769306202514	833.717701999099	520.770762397929	1100.02830829586
ENSG00000004897.11	3316.60236510908	5091.15506860975	4219.251047494	2745.04461590698	3067.34589035529	4611.95275513911
ENSG00000004939.13	1	1	1.98626398117699	1	1	1
ENSG00000004948.13	1	2.00895045958568	1.98626398117699	1	1	1
ENSG00000004961.14	726.912942421348	820.267773183571	850.173287793392	796.223606516417	646.44067593708	1023.37702156796
ENSG00000004975.11	917.890038843493	612.423978508922	939.923310080498	1172.90847276104	866.614364457673	976.954411296127
ENSG00000005001.9	1	1	1	1	1	1
ENSG00000005007.12	2413.7106474693	1190.55259185152	1417.27507697016	1330.73245607186	1103.87916121959	1096.78952153271
ENSG00000005020.12	578.930689696335	813.205119966472	644.0441157274	2022.19333322923	2858.23115422614	99.2431984822429
ENSG00000005022.5	11011.6795068098	10494.0847796911	11402.2116224061	6728.13829416026	5031.8179787993	18202.9816089079
ENSG00000005059.15	1489.82144802395	1572.94481603449	1090.82169920058	394.252024713711	208.104017512521	139.18823522777
ENSG00000005073.5	21.9974818055762	20.1700587321279	24.6703355482479	18.4391141779916	10.0482337748189	11.7959558771695
ENSG00000005075.15	732.912222937227	545.833248176267	574.019373063834	1786.76529182634	1193.35613965947	965.07885983124
ENSG00000005100.12	1823.78139674121	1924.0595759703	1782.19275000565	1496.40404076278	1481.89426114536	2884.59981479199
ENSG00000005102.12	1	1	1	1	1	1
ENSG00000005108.15	1	2.00895045958568	61.1621028517966	229.45239573169	511.72252862311	243.909007236315
ENSG00000005156.11	1279.84662996819	1459.94236456089	1674.68997605736	1492.91621792718	1340.13859867319	2177.46470483738
ENSG00000005175.9	1887.77372224392	2681.78137111915	1849.25870072569	1274.92729070229	1647.77854701704	2484.069851749
ENSG00000005187.11	218.9738587436	190.682686402108	99.6263981176994	7.97564567119664	11.0535930831321	18.2735294034713
ENSG00000005189.19	403.951674649867	496.394675656568	530.623757892046	279.153871138966	224.189766445532	1136.73455827824
ENSG00000005194.14	1453.82576492868	1312.63559746138	1251.58272813243	3233.33981289074	1735.24480684029	2268.1507342056
ENSG00000005206.16	539.935366343122	255.255515815591	405.368232282568	409.075271765003	441.347377041186	538.638602683043
ENSG00000005238.19	150.982012896973	178.57528088708	202.197852160107	276.538004012267	279.484528402759	178.053676385581
ENSG00000005243.9	2.99976017195964	4.02685137875704	26.6428635106018	225.964572896092	123.653835614212	34.4674632192256
ENSG00000005249.12	940.887280821029	1475.07662145468	1429.11024474429	116.970109283644	413.197316408416	1203.66948471669
ENSG00000005302.17	687.917619068135	674.978907003234	770.285905318055	747.394086818041	762.056996393099	1197.19191119039
ENSG00000005339.14	708.915100873711	568.030158287152	670.673243219179	1910.58300249008	1522.10863347789	1538.34411690894
ENSG00000005379.15	1	1	1	5.3597785444979	18.0911082413246	27.9898896929239
ENSG00000005381.7	1	1	1	1	1	1
ENSG00000005421.8	1	1	2.97252796235399	1.87195570889958	2.00535930831321	1
ENSG00000005436.13	731.912342851247	1211.74055150281	964.579909609923	618.344641900903	743.960528843461	418.803492446461
ENSG00000005448.16	1436.82780346702	1150.19457346809	961.621117666392	1003.74906523452	704.751515819246	352.948161595727
ENSG00000005469.11	270.967623214551	427.786044404742	310.686890089576	856.388550430488	1130.01850323573	877.631617226167
ENSG00000005471.15	1	2.00895045958568	1.98626398117699	5.3597785444979	20.101826857951	7.47757352630173
ENSG00000005483.20	1682.79830461805	2048.16048249934	1821.64330925273	3305.71213672941	5894.41626533203	3658.66985118504
ENSG00000005486.16	98.9882484260221	72.6354826305832	119.351677741239	2448.57967488112	1420.56734333825	492.215992411214
ENSG00000005513.9	1	1	2.97252796235399	1841.69850148701	1632.69815739234	1173.44080826061
ENSG00000005700.14	3485.58209963967	4261.79779083032	2031.71753724343	1172.90847276104	1635.71423531728	5459.43529149692
ENSG00000005801.16	396.952514048008	532.716892201653	532.5962858544	1172.03651705214	1492.9532135368	2357.75716798611
ENSG00000005810.17	1280.84651005417	1323.73405251683	1301.88219117246	2064.04720725641	2237.92446099689	5563.07646791775
ENSG00000005812.10	703.915700443812	754.685993310502	649.961699614462	1634.17304276891	1547.24261618572	2999.03694708998
ENSG00000005844.17	2.99976017195964	1	1.98626398117699	1	3.01071861662642	1
ENSG00000005882.11	1.99988008597982	3.01790091917136	1	462.264570007878	331.763212435046	237.431433710013
ENSG00000005884.17	7428.10927865809	7708.372560775	5396.85024101934	2308.19480574829	1074.72374127851	4.23878676315086
ENSG00000005889.15	1078.87073268624	1163.3109294427	906.390334720481	1361.25090588335	1492.9532135368	1718.63658005767
ENSG00000005893.15	2587.68978242979	2967.3143511819	2855.24796152622	3184.51029319237	5584.76559837156	4026.81194659652
ENSG00000005961.17	4.99952034391927	3.01790091917136	3.95879194353098	12.3354242156945	39.2036537159019	29.0694852806408
ENSG00000005981.12	1	1	1	9.7195570889958	24.1232640912038	6.39797793858477
ENSG00000006007.11	1118.86593612544	1303.55504332511	1018.82442857466	1618.47784000872	1806.62531773052	1629.03014627717
ENSG00000006015.17	157.981173498831	76.6712844689259	103.571454042407	103.89077365015	55.2894026489133	104.641176420828
ENSG00000006016.10	461.944719636696	98.8681945798109	387.615480621382	1.87195570889958	2.00535930831321	1
ENSG00000006025.11	295.964625364046	132.163559746138	121.324205703593	230.32435144059	276.468450477819	219.078308718825
ENSG00000006042.11	1	1	1.98626398117699	1	1	3.15919117543391
ENSG00000006047.12	3.99964025793945	4.02685137875704	2.97252796235399	31.5184498114853	100.530571523008	23.671507342056
ENSG00000006059.3	1	1	1	1	1	1
ENSG00000006062.14	828.900711191289	484.28727014154	393.533064508444	152.720293348527	129.685991464091	129.471874938318
ENSG00000006071.12	1	1	1	1.87195570889958	11.0535930831321	1
ENSG00000006116.3	1	1	1	1	1	1
ENSG00000006118.14	789.905387838076	353.123710395402	915.266710551074	1123.20699735376	1095.83628675308	49.5818014472629
ENSG00000006125.17	9530.85709947364	9652.62009639661	8608.12576373163	8499.95229464421	11432.9406948295	5601.94190907556
ENSG00000006128.11	1	1	1	1	1	1
ENSG00000006194.9	1040.87528941901	928.225472359239	866.939775473401	1214.76234678822	981.225325605379	970.476837769825
ENSG00000006210.6	1	2.00895045958568	1.98626398117699	979.334305385329	874.657238924179	117.596323473431
ENSG00000006282.20	339.959349147158	151.333618478266	360.986353129603	238.171952820686	192.01826857951	43.1042279209612
ENSG00000006283.17	52.9937644709505	11.0895045958568	79.9011184941595	106.506640776849	83.4394632816831	2.07959558771695
ENSG00000006327.13	2261.72887440037	2694.89772709376	1581.98116182672	907.833937255563	551.936900955639	42.0246323332443
ENSG00000006377.10	220.97361891556	190.682686402108	202.197852160107	4.48782283559832	12.0589523914453	317.321507201068
ENSG00000006432.15	415.950235681624	369.266917748773	381.69789673432	16.6952027601924	37.1929350992755	250.386580762616
ENSG00000006451.7	1526.8170112052	1720.251583134	1114.49203474883	4355.5468102445	5284.16316518591	3757.992645255
ENSG00000006453.13	703.915700443812	777.891853880973	1009.94805274406	7.10368996229706	12.0589523914453	12.8755514648865
ENSG00000006459.10	1952.7659278326	2277.19223682529	1408.39870113957	580.850546418221	2013.72933524304	1335.38014641816
ENSG00000006468.13	2163.74062597435	3370.89453501617	2628.40724585551	8672.59952500632	13596.4739263195	11582.9014650275
ENSG00000006530.15	976.882963916302	1072.50538807999	1222.9810726783	1997.77857338004	2061.98658204208	3618.72481443951
ENSG00000006534.15	185.977815906266	105.930847796911	128.228053571832	291.36125106356	177.943238263125	54.9797793858477
ENSG00000006555.10	1	1	1	1	1	1
ENSG00000006576.16	745.910664054964	1119.92605968052	1273.28053571832	4630.21285854787	5413.85451595832	3637.0779394307
ENSG00000006606.8	1	1	1	1.87195570889958	2.00535930831321	1
ENSG00000006607.13	791.905148010036	1060.39798256496	1227.91239258418	1531.28226911876	1567.34980235198	1563.17481542643
ENSG00000006611.15	1.99988008597982	5.03580183834272	3.95879194353098	1	1	1
ENSG00000006625.17	495.94064256001	474.197765545683	389.588008583736	716.003681297656	634.376364237322	709.214705542322
ENSG00000006634.7	1818.78199631131	2402.30209381392	1973.52796235399	2122.46823975268	2345.4979069864	3342.34834398397
ENSG00000006638.11	30.9964025793945	23.1969101108849	40.4505592470798	28.9025826847866	26.1339827078302	1
ENSG00000006652.13	1551.8140133547	1443.79915720752	1421.22013289487	4041.64275504065	5002.66255885821	3100.51893233538
ENSG00000006659.12	1	1	1	1	1	1
ENSG00000006695.10	794.904788267975	693.140015275776	809.736464565135	364.605530611125	282.500606327699	572.106065902269
ENSG00000006704.10	337.959588975199	325.882047986589	424.10724792493	1703.92949948088	1669.89645179993	461.98731595514
ENSG00000006712.14	2091.7492597838	1904.88951723818	1277.22559164303	2016.08964326693	1295.90278910741	1466.01121253191
ENSG00000006715.15	755.909464914762	958.493986146809	841.296911962799	3613.51250197096	5208.76121706242	3520.48161595727
ENSG00000006740.16	443.946878089059	333.953651663274	388.601744602559	1	1	2.07959558771695
ENSG00000006744.18	2349.71832196659	1959.3728420558	1926.18729125749	2350.92063548437	1761.38414885643	2465.71672675781
ENSG00000006747.14	1	4.02685137875704	3.95879194353098	1.87195570889958	6.02679654156605	1264.12683762884
ENSG00000006756.15	231.972299861338	220.951200189678	448.763847454355	477.95977276807	328.747134510106	129.471874938318
ENSG00000006757.11	1	1	1	1	1	9.63676470173564
ENSG00000006788.13	1	1	1	1	1	1
ENSG00000006831.9	2793.66508014163	3710.91083989654	2728.01990795439	2593.32432255845	2712.45405452072	4117.49797596475
ENSG00000006837.11	36.9956830952734	32.277464247156	31.5741834164868	44.597785444979	73.385870198551	35.5470588069425
ENSG00000007001.12	1	1	4.94505592470798	1	9.04287446650567	2.07959558771695
ENSG00000007038.10	1	1	1	1	1	1
ENSG00000007047.14	930.888479961231	638.656690458149	513.857270212037	851.156816177091	814.335680425386	346.470588069425
ENSG00000007062.11	1	3.01790091917136	1.98626398117699	1250.5125308531	866.614364457673	902.462315743657
ENSG00000007080.10	1506.81940948561	701.211618952461	918.225502494604	416.9228731451	279.484528402759	347.550183657142
ENSG00000007129.17	1	1	1	7.97564567119664	14.0696710080717	1
ENSG00000007168.12	4452.46614278215	4710.78074534595	3781.34983985142	7532.08145776567	9767.06032095451	7236.44962887903
ENSG00000007171.16	1	1	1	483.191507021468	11.0535930831321	1
ENSG00000007174.17	2.99976017195964	2.00895045958568	1.98626398117699	3578.63427361498	3347.84113737467	659.553308507342
ENSG00000007202.14	7225.13362120418	8322.82339066268	7207.6309104603	7412.62352564643	5314.32394443531	5994.91470300453
ENSG00000007216.14	1	1	1	1	1	1
ENSG00000007237.18	2.99976017195964	3.01790091917136	1.98626398117699	3988.45345679778	1153.14176732694	5419.49025475139
ENSG00000007255.10	170.979614616569	47.4117211409412	78.9148545129825	134.409223461636	123.653835614212	54.9797793858477
ENSG00000007264.14	92.9889679101432	35.3043156259131	180.500044574213	1	1	2.07959558771695
ENSG00000007306.14	1	1	1	1	1	1
ENSG00000007312.12	1	1	1	4.48782283559832	1	1
ENSG00000007314.12	1.99988008597982	1	2.97252796235399	5.3597785444979	1	1
ENSG00000007341.18	428.948676799362	533.725842661239	562.18420528971	538.124716682141	622.312052537563	640.120587928437
ENSG00000007350.16	1.99988008597982	1	1.98626398117699	1	1	1
ENSG00000007372.21	1	2.00895045958568	1	600.905527722911	571.03872781359	48.502205859546
ENSG00000007376.7	404.951554735846	115.011401933182	249.538523256603	112.610330739146	38.1982944075887	107.879963183978
ENSG00000007384.15	625.925053737386	330.926800284517	485.255614757904	300.080808152556	287.527402869265	903.541911331374
ENSG00000007392.16	1211.85478412156	1311.6266470018	1149.9975380712	2350.04867977547	3118.61921507926	3020.62885884432
ENSG00000007402.11	58.9930449868294	18.1521578129565	157.815973007142	7.10368996229706	9.04287446650567	3.15919117543391
ENSG00000007516.13	189.977336250186	46.4027706813556	151.89838912008	20.1830255957908	24.1232640912038	6.39797793858477
ENSG00000007520.3	523.937284967445	234.067556164292	337.316017581355	297.464941025857	179.953956879751	178.053676385581
ENSG00000007541.16	234.971940119277	108.957699175668	249.538523256603	350.654239268732	254.350545694929	191.008823438184
ENSG00000007545.15	322.961387685501	272.407673628548	268.277538898965	484.063462730367	460.449203899137	524.603860042723
ENSG00000007866.19	450.946038690918	357.159512233745	356.055033223718	632.295933243296	666.547862103344	193.168014613618
ENSG00000007908.15	1	1	1.98626398117699	1	2.00535930831321	1
ENSG00000007923.15	1455.82552510063	1520.47939213603	2028.7587452999	2022.19333322923	1585.44626990162	2421.45330766141
ENSG00000007933.12	1	1	1	1.87195570889958	2.00535930831321	1
ENSG00000007944.14	427.948796713382	466.126161868998	194.307740310691	420.410695980698	441.347377041186	355.107352771161
ENSG00000007952.17	1	2.00895045958568	1	1	1	1
ENSG00000007968.6	190.977216336165	303.685137875704	432.983623755523	705.540212790861	448.384892199378	592.618382068891
ENSG00000008018.8	5093.38927789521	4985.21527035325	4029.88836310802	4706.07300522213	3236.24625415191	4095.90606421041
ENSG00000008056.13	1.99988008597982	3.01790091917136	1.98626398117699	3.61586712669874	4.01607792493963	2.07959558771695
ENSG00000008083.13	492.94100230207	587.20021701928	513.857270212037	1594.06308015953	1954.41313605257	1824.43694765394
ENSG00000008086.11	243.970860893096	285.524029603162	271.236330842496	271.30626975887	467.486719057329	613.130698235513
ENSG00000008118.9	1	1	1	5.3597785444979	7.03215584987925	1
ENSG00000008128.22	43.9948436971322	29.250612868399	25.6565995294249	15.8232470512929	26.1339827078302	12.8755514648865
ENSG00000008130.15	853.897713340785	605.361325291822	934.991990174613	1424.03171692411	1192.35078035115	1418.50900667236
ENSG00000008196.12	1	1	1	2.74391141779916	8.03751515819246	1
ENSG00000008197.4	1	1	1	1	1	1
ENSG00000008226.19	3.99964025793945	1	9.87637583059295	5.3597785444979	5.02143723325284	2.07959558771695
ENSG00000008256.15	2118.74602210525	2045.13363112059	1816.71198934685	1080.48116761768	1517.08183693632	422.042279209612
ENSG00000008277.14	830.900471363249	975.646143959766	784.093601054533	2981.34461301876	5278.13100933603	1486.52352869853
ENSG00000008282.8	3032.63642069081	3466.74482867681	2370.99234676832	3090.33907663121	3325.72323259178	2691.35220459065
ENSG00000008283.15	340.959229233138	247.183912138906	395.505592470798	20.1830255957908	32.1661385577095	62.5369484998664
ENSG00000008294.20	7021.1580836643	6944.59706286864	5532.95467042176	6191.01357747812	9742.931697555	10193.4619436358
ENSG00000008300.16	901.891957467816	398.526481076758	366.903937016665	1920.17451528798	1434.64237365464	711.373896717756
ENSG00000008311.14	1644.80286135082	1932.13117964699	1273.28053571832	2656.10513359922	4194.3536749744	6635.11488652069
ENSG00000008323.15	1	1	1	1	1	1
ENSG00000008324.11	488.941481958151	489.332022439469	392.546800527267	395.99593613151	371.977584767574	839.845771656074
ENSG00000008382.15	161.980693842751	107.948748716082	194.307740310691	137.897046297234	136.723506622283	180.212867561014
ENSG00000008394.12	2795.66484031359	4929.72299507604	4223.19610341871	1.87195570889958	3.01071861662642	26.9102941052069
ENSG00000008405.11	1036.87576907509	1047.28162659035	1058.27498782174	986.309951056526	1032.49865032935	1537.26452132123
ENSG00000008438.4	1	1	1	1	1	1
ENSG00000008441.16	1270.84770919437	1298.51029102718	1513.92894712551	2351.79259119327	2291.20850433749	1437.94172725127
ENSG00000008513.14	404.951554735846	665.898352866963	456.653959303771	1013.34057803241	899.791221632009	168.337316096128
ENSG00000008516.16	4.99952034391927	2.00895045958568	8.89011184941595	8.84760138009622	12.0589523914453	1
ENSG00000008517.16	6.99928051587891	11.0895045958568	14.8076957364779	2.74391141779916	20.101826857951	1
ENSG00000008710.19	1289.84543082799	372.29376912753	494.131990588497	709.899991335359	599.188788446359	212.600735192523
ENSG00000008735.13	24.9971220635156	9.07160367668543	25.6565995294249	27.1586712669874	11.0535930831321	17.1939338157543
ENSG00000008838.19	2046.75465591471	1183.48993863442	2473.56380081072	1519.07488919417	1170.23287556826	1648.46286685607
ENSG00000008853.16	114.986329801699	180.593181806251	215.019283915408	835.461613416898	512.727887931423	365.903308648331
ENSG00000008869.11	1478.82276707817	1555.79265822153	1597.76138552555	746.522131109141	1024.45577586285	1558.85643307557
ENSG00000008952.16	2700.67623214551	3765.39416471417	2755.63529942734	3998.04496959568	5658.15682787843	3322.91562340507
ENSG00000008988.9	22189.3389879781	23221.9948273644	18286.3342110215	12511.8205112912	9277.45033780598	7549.53234931695
ENSG00000009307.15	26812.7845055488	31808.1632384385	17771.5044128471	13103.878437634	16368.249539339	17824.0435576192
ENSG00000009335.17	3563.57274634609	4329.39747162256	3805.02017539967	5218.78296205509	5565.66377151361	5078.33804903284
ENSG00000009413.15	1758.78919115252	1538.64050040858	1045.45355606644	4229.11323245406	5951.72174590588	4735.02665213885
ENSG00000009694.13	2.99976017195964	3.01790091917136	5.93131990588497	100.402950814552	250.329108461676	2074.90312400427
ENSG00000009709.11	1	1	1	1	1	1
ENSG00000009724.16	1.99988008597982	1	3.95879194353098	2.74391141779916	1	2.07959558771695
ENSG00000009765.14	1	1	1	1	1	2.07959558771695
ENSG00000009780.15	308.963066481784	418.705490268471	387.615480621382	289.617339645761	318.693541426974	270.898896929239
ENSG00000009790.14	1.99988008597982	1	1.98626398117699	1	1	1
ENSG00000009830.11	413.950475509665	464.108260949827	533.582549835577	2134.67561967727	1310.98317873211	1152.92849209399
ENSG00000009844.15	1668.79998341434	2333.69346256209	1783.17901398683	1055.19445205959	1080.75589712839	2201.21580776715
ENSG00000009950.15	1.99988008597982	1	1.98626398117699	4.48782283559832	19.0964675496378	3.15919117543391
ENSG00000009954.10	1165.86030016649	1880.67470620812	2241.79176523413	11581.4437698953	13162.1587051282	11588.2994429661
ENSG00000010017.12	1993.76101135778	2676.73661882122	1474.47838787843	2974.36896734757	3197.03724112769	2587.71102816982
ENSG00000010030.13	5.99940042989909	2.00895045958568	2.97252796235399	1.87195570889958	2.00535930831321	7.47757352630173
ENSG00000010072.15	485.941841700212	591.236018857622	662.783131369763	480.575639894769	432.299143266367	794.502756971962
ENSG00000010165.19	1598.80837739575	1298.51029102718	1716.11306326679	1192.09149835683	770.099870859605	1129.17738916422
ENSG00000010219.13	324.961147857461	292.586682820261	284.057762597797	409.947227473903	386.052615083959	237.431433710013
ENSG00000010244.18	5440.34766773021	5589.57659564508	5604.95194104768	5724.51727321684	7063.64914090029	7019.45091574792
ENSG00000010256.10	4463.46482372793	3343.65287260735	3297.09422509351	4791.52466469429	2706.42189867085	3078.92702058104
ENSG00000010270.13	1389.83343942597	1661.73245647803	879.761207228702	3505.38999406741	3657.49180433514	2785.27702072203
ENSG00000010278.12	3520.57790264896	3460.69112591929	3734.9954327361	13040.2256708843	10002.3143990998	3855.15624814953
ENSG00000010282.14	1	1	1	6.23173425339748	5.02143723325284	35.5470588069425
ENSG00000010292.12	8487.98216979669	7996.93239221651	8671.24665852696	5544.02244147463	4529.13832464269	6745.23363646781
ENSG00000010295.19	1	2.00895045958568	6.91758388706196	1054.32249635069	1012.39146416309	464.146507130573
ENSG00000010310.8	293.964865192087	126.109856988624	153.870917082434	80.3479695098618	226.200485062159	250.386580762616
ENSG00000010318.20	634.923974511205	616.459780347264	458.626487266125	206.781547300301	342.822164826491	202.88437490307
ENSG00000010319.6	13.9984411177376	12.0984550554425	4.94505592470798	1.87195570889958	1	92.7656249559411
ENSG00000010322.15	1683.79818470403	1055.35323026703	945.84089396756	2175.65753799555	2334.43895459496	1321.34540377784
ENSG00000010327.10	1	1	1	1	1	1
ENSG00000010361.13	8.99904068783854	10.0805541362711	4.94505592470798	409.947227473903	261.388060853121	325.958271902803
ENSG00000010379.15	4.99952034391927	3.01790091917136	2.97252796235399	1	2.00535930831321	1
ENSG00000010404.17	3832.54048947466	4866.15911612214	2055.38787279168	3235.08372430854	3829.4082460567	854.960109884111
ENSG00000010438.16	1	1	1	1	1	1
ENSG00000010539.11	325.961027943441	409.6249361322	424.10724792493	628.808110407698	697.714000661054	505.171139463818
ENSG00000010610.9	1	2.00895045958568	1	118.714020701443	14.0696710080717	4.23878676315086
ENSG00000010626.14	472.943400582474	495.385725196983	423.120983943753	346.294460724234	330.757853126733	250.386580762616
ENSG00000010671.15	1	2.00895045958568	1	16.6952027601924	14.0696710080717	12.8755514648865
ENSG00000010704.18	272.96738338651	309.738840633218	392.546800527267	168.415496108719	134.712788005657	413.405514507877
ENSG00000010803.16	756.909345000742	739.551736416717	754.505681619224	1410.95238129062	1322.04213112356	1335.38014641816
ENSG00000010810.17	748.910304312904	855.58103926907	649.961699614462	4786.2929304409	5233.89519977025	5818.94062220667
ENSG00000010818.9	1001.8799660658	1065.44273486289	804.80514465925	151.848337639627	238.264796761917	56.0593749735647
ENSG00000010932.16	1	1	1	1	1	1
