ID	GeneID	MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
52280	ENSG00000257842.5	0.683	0.814	0.453	0.315	1	1
3176	ENSG00000090097.21	0.522	1	0.714	1	1	0.868
29160	ENSG00000135597.18	0.657	0.752	0.829	0.318	0.424	0.686
20901	ENSG00000181450.17	0.915	0.855	1	0.468	0.656	0.768
9159	ENSG00000090857.13	0.115	0.137	0	0.553	0.16	0.625
72883	ENSG00000100379.17	1	1	0.724	0.447	0.594	1
55197	ENSG00000126453.9	0.763	0.89	0.779	0.944	0.926	0.877
47425	ENSG00000138802.11	0.963	1	1	0.796	0.745	0.773
30811	ENSG00000166169.16	1	1	0.638	0.413	0.204	1
17965	ENSG00000159023.19	0.551	0.67	0.819	0.38	0.235	0.515
3264	ENSG00000128563.13	0.914	0.889	0.906	0.714	0.748	0.88
18951	ENSG00000005801.16	0	0	0	0.113	0.175	0.137
27405	ENSG00000153094.22	1	1	1	0.829	0.961	0.878
74517	ENSG00000165915.13	1	0.891	0.917	0.619	1	0.812
66878	ENSG00000179526.16	0.965	0.864	1	0.699	0.951	0.604
5077	ENSG00000179134.15	0.378	0.501	0.248	0.77	0.672	0.748
63802	ENSG00000151690.14	0	1	0	0.311	1	0.474
44637	ENSG00000153914.15	0.078	0.103	0.15	0.523	0.119	0.324
15333	ENSG00000124588.19	0.576	0.618	0.728	0.784	0.761	0.852
27299	ENSG00000124813.20	0.311	0.445	0.311	0.644	0.869	0.546
73097	ENSG00000177200.16	0.141	0.117	0.092	0.374	0.132	0.372
71929	ENSG00000100239.15	0	0	0	0.079	0.118	0.167
19269	ENSG00000157193.15	0.559	0.756	0.852	0.475	0.406	0.514
29163	ENSG00000135597.18	0.569	0.605	0.755	0.175	0.285	0.572
32067	ENSG00000141298.17	0.058	0.156	0.424	0.424	0.479	0.588
34099	ENSG00000168894.9	1	1	1	0.598	1	0.696
49755	ENSG00000145979.17	0.772	0.884	0.819	0.677	0.508	0.708
20456	ENSG00000141576.14	1	1	1	0.962	0.973	0.7
17194	ENSG00000137210.13	1	0.819	0.739	0.629	0.585	0.629
60914	ENSG00000169255.13	0.156	0.116	0.132	0	0.066	0
16831	ENSG00000147586.9	0.498	0.598	0.776	0.124	0.162	0.426
24991	ENSG00000186594.14	1	0.353	1	1	0.099	0
48899	ENSG00000146872.17	0.742	0.746	0.912	0.97	0.93	0.917
77200	ENSG00000225210.9	1	0.826	0.587	0.106	0	1
37831	ENSG00000107614.21	0.644	1	1	0.601	0.546	1
74787	ENSG00000138688.15	0.589	0.615	0.648	0.936	0.856	0.871
52738	ENSG00000167280.16	0.96	0.966	0.909	0.683	0.589	0.959
31556	ENSG00000185164.14	0.059	0	0.057	0.227	0.043	0.197
48844	ENSG00000148950.9	0.726	0.873	1	0.576	0.421	0.704
70362	ENSG00000257267.3	0.752	0.746	0.793	0.648	0.566	0.674
12873	ENSG00000167995.15	0.148	1	0	1	1	0.491
7998	ENSG00000109265.13	0.497	0.485	0.614	0.225	0.298	0.372
67079	ENSG00000136932.13	0	0	0.11	0.169	0.148	0.153
76983	ENSG00000123415.15	0.882	1	1	0.718	0.681	0.865
47385	ENSG00000231770.5	1	1	0.798	0.613	0.442	0.542
56468	ENSG00000024526.16	0.375	0.475	0.647	0.336	0.183	0.363
74802	ENSG00000173295.7	1	1	0.894	0.776	0.198	0
80899	ENSG00000187735.13	0	0.118	0	0.251	0.144	0.668
56809	ENSG00000141644.17	1	0.953	0.879	0.619	0.82	0.91
75915	ENSG00000132780.16	0.342	0.373	0.28	0.612	0.798	0.359
28912	ENSG00000092978.10	0	0	0	0.16	0.172	0.134
65137	ENSG00000048342.15	0.826	1	1	0.464	0.254	1
15335	ENSG00000124588.19	0.842	0.899	0.802	1	1	1
70968	ENSG00000110911.14	0.336	0.336	0.336	0	0.336	0
71456	ENSG00000101849.15	0.878	0.725	0.645	0.531	0.405	0.483
35771	ENSG00000206562.11	0.38	0.302	0.197	0.081	0.212	0.038
71466	ENSG00000235944.7	0	0.738	0.585	1	0	1
68687	ENSG00000114120.11	0.108	0.059	0.159	0.226	0.177	0.422
67454	ENSG00000139531.12	0.678	0.834	0.884	1	0.82	1
65144	ENSG00000048342.15	0.819	1	1	0.464	0.257	1
69809	ENSG00000080823.22	0.841	0.834	0.948	0.812	0.615	0.633
62408	ENSG00000213865.7	0.863	1	0.823	0.276	0.583	0.863
32891	ENSG00000137343.17	1	1	1	0.777	1	0.516
6401	ENSG00000100038.19	0.104	0.082	0.084	0.145	0.155	0.307
10570	ENSG00000008128.22	0.29	0.279	0.124	0.131	0.067	0.125
25001	ENSG00000284512.1	1	1	0.733	0.647	0.77	0.351
41989	ENSG00000089177.18	0.787	0.725	1	1	0.833	1
48013	ENSG00000163389.10	1	1	1	1	0.555	0.356
75747	ENSG00000247828.7	0.67	0.579	0.635	0.326	0.244	0.414
60550	ENSG00000111554.14	0.749	0.865	0.907	0.39	0.46	0.742
69792	ENSG00000140987.19	1	0.744	0.908	0.551	0.472	0.791
16563	ENSG00000185379.20	0.865	0.748	0.646	0.416	0.477	0.39
72094	ENSG00000138621.11	1	0.859	1	0.859	1	0.379
27840	ENSG00000215039.6	0.268	0.426	0.431	0.627	0.599	0.709
49789	ENSG00000205930.8	0.441	0.725	0.678	1	1	1
27843	ENSG00000215039.6	0	0.372	0.226	0.497	0.425	0.615
5385	ENSG00000159658.10	0.584	0.519	0.714	0.817	0.739	0.707
29523	ENSG00000112357.12	0.765	0.707	0.931	0.794	1	0.933
50648	ENSG00000135749.18	1	0.819	0.787	1	1	1
937	ENSG00000169398.19	0.264	0.374	0.333	0.121	0.103	0.27
22628	ENSG00000167216.16	1	1	1	0.686	0.95	1
64787	ENSG00000095209.11	1	0.827	0.788	0.81	0.571	0.515
42146	ENSG00000166348.18	1	1	1	0.734	1	0.901
20185	ENSG00000137842.6	0.694	0.816	0.82	0.513	0.171	0.623
35314	ENSG00000164347.17	0.952	0.964	0.969	0.725	0.904	0.95
54431	ENSG00000173230.15	0.272	0.239	0.294	1	0.651	0.423
68374	ENSG00000198001.13	1	1	1	0.851	0.794	0.945
56487	ENSG00000135317.12	0.824	0.752	0.481	0.37	0.387	0.433
60191	ENSG00000003509.15	0.946	1	0.857	0.557	0.85	0.898
51623	ENSG00000148985.19	0.788	1	0.513	1	0	0
41848	ENSG00000126858.16	0.365	0.437	0.461	0.168	0.073	0.439
73774	ENSG00000213297.8	0.801	1	0.921	0.833	0.807	0.454
81321	ENSG00000188690.12	0.366	0.088	0.29	0.107	0.115	0.052
43072	ENSG00000233927.4	0.844	1	0.783	1	1	1
33526	ENSG00000204536.13	0.141	0.152	0.185	0.316	0.292	0.382
57197	ENSG00000147862.15	0.426	0.514	0.398	0.039	0	0.37
54186	ENSG00000119650.12	0	0.339	0.339	0	0	0.114
81393	ENSG00000132549.18	0.827	0.796	0.853	1	1	1
37050	ENSG00000125846.15	0.458	0.644	0.312	1	0.644	0.685
68584	ENSG00000066427.21	1	1	0.254	0.102	0.169	1
5103	ENSG00000158402.18	1	0.98	1	0.826	0.799	1
43254	ENSG00000244625.5	0.61	0.51	1	0.115	0.439	0.646
76396	ENSG00000135018.13	0.841	0.922	0.84	0.645	0.811	0.8
77863	ENSG00000169641.13	0.076	0.143	0.172	0.57	0.279	0.301
79135	ENSG00000138600.9	0.273	0.165	0.224	0.123	0.071	0.062
30146	ENSG00000227354.6	1	1	1	0.622	0.757	1
32026	ENSG00000168038.10	1	1	1	0.799	0.362	0.63
9321	ENSG00000112031.15	0.73	0.784	0.645	0.496	0.376	0.576
48824	ENSG00000148950.9	1	0.799	1	0.665	0.755	1
62246	ENSG00000254469.7	0.72	1	0.524	0	0.155	1
35183	ENSG00000088543.14	0.836	0.645	1	0.522	0.421	0.421
62989	ENSG00000152749.7	0.899	0.917	0.893	0.599	0.698	0.779
54921	ENSG00000231074.8	0.892	0.924	0.793	0.718	0.242	0.372
60624	ENSG00000105552.14	0.697	1	0.85	0.395	0.508	0.608
26383	ENSG00000258881.6	0.803	0.849	0.853	0.957	0.965	0.887
19601	ENSG00000128513.14	0.968	0.931	0.827	0.82	0.785	0.808
6663	ENSG00000137434.11	1	0.513	0.612	0.185	0.216	0.208
72866	ENSG00000048991.16	0	0	0.26	0.585	0.15	0.319
69228	ENSG00000204580.13	0.563	0.577	0.612	0.308	0.357	0.51
15054	ENSG00000261740.6	1	1	0.569	0	0.531	0.694
50711	ENSG00000233967.6	1	0.579	0.579	1	0	0.314
57002	ENSG00000110921.13	0.97	0.929	0.89	0.821	0.813	0.815
70254	ENSG00000144182.16	1	1	1	0.307	1	0.666
19859	ENSG00000122483.17	0.809	0.89	0.664	1	1	0.899
2601	ENSG00000132849.19	0.174	0.161	0.165	1	0	1
8640	ENSG00000077254.14	0.706	0.797	0.866	0.893	0.848	0.975
35533	ENSG00000138078.15	0.518	0.59	0.641	0.244	0.302	0.552
68090	ENSG00000133612.18	0.106	0.201	0.149	0.221	0.252	0.553
49689	ENSG00000133739.15	0.641	0.847	0.886	0.515	0.329	0.638
60949	ENSG00000110514.19	0.275	0.282	0.162	0.072	0.123	0.152
54959	ENSG00000157823.16	0.834	0.762	0.681	0.197	0.477	0.549
15812	ENSG00000121064.12	0.686	0.754	0.766	0.873	0.901	0.816
45928	ENSG00000204604.9	0.434	0.256	0.207	0.166	0.022	0.166
61264	ENSG00000088876.11	0.397	0.327	0.402	0.164	0.259	0.135
13183	ENSG00000134058.11	1	0.985	0.891	0.771	0.762	1
37353	ENSG00000132950.18	1	1	1	0.885	0.863	0.936
28442	ENSG00000187118.12	0.725	0.851	0.84	0.619	0.681	0.706
35177	ENSG00000136536.14	0.518	0	0	0.277	0.518	0.446
3184	ENSG00000090097.21	0.605	1	0.621	1	1	0.732
24159	ENSG00000253352.8	0.662	0.644	0.476	0.435	0.356	0.38
40400	ENSG00000069493.14	0.622	1	0.622	0.524	0.18	0.355
71242	ENSG00000141736.13	0.879	0.832	0.829	0.942	0.963	1
2291	ENSG00000171634.16	0.9	0.659	0.836	0.531	0.607	0.654
23974	ENSG00000226711.6	1	0.629	0.298	0.104	0.175	0.459
52140	ENSG00000204054.13	0.901	0.814	0.867	0.431	0.42	1
58864	ENSG00000160055.19	0.611	0.863	0.815	1	1	1
55004	ENSG00000151917.17	0.878	0.8	0.22	1	0.559	1
61250	ENSG00000093000.18	0.259	0.238	0.152	0.047	0.064	0.213
67458	ENSG00000139531.12	0.823	0.387	1	0	0.236	0.525
42638	ENSG00000003756.16	0.457	0.718	0.546	0.79	0.796	0.818
28170	ENSG00000089639.10	1	1	0.892	0.589	0.741	1
23849	ENSG00000081791.8	0.911	0.973	0.986	0.879	0.737	0.943
45168	ENSG00000074266.19	1	0.148	0.646	1	0.871	1
51432	ENSG00000184154.13	0.07	0.054	0.037	0.131	0.182	0.169
8136	ENSG00000105419.17	1	1	1	0.89	1	0.332
27616	ENSG00000185324.21	0.573	0.524	0.76	0.809	0.779	0.84
35588	ENSG00000084234.16	0.325	0.321	0.331	0.382	0.394	0.529
989	ENSG00000131018.22	0.372	0.372	0.47	1	0.372	0.87
72157	ENSG00000074964.16	0.246	0.465	0.098	0	0	0
41840	ENSG00000126858.16	0.107	0.145	0.115	0.34	0.203	0.324
24571	ENSG00000166321.13	0.889	0.611	0.8	0.541	0	0.414
49396	ENSG00000196693.14	0.741	1	0.731	1	1	1
46415	ENSG00000115042.9	1	0.484	1	0.385	0.556	0.625
19695	ENSG00000171295.12	0.856	0.869	0.779	1	1	1
59268	ENSG00000124191.17	0.224	0	0.335	1	1	0.287
62405	ENSG00000213865.7	0.852	0.87	0.974	0.644	0.475	0.777
36224	ENSG00000144233.9	1	0.801	0.89	0.791	0.64	0.681
79233	ENSG00000111144.9	0.746	0.751	0.812	0.61	0.639	0.638
56504	ENSG00000267871.5	0	1	0	0.642	1	0
40752	ENSG00000064115.10	0.624	1	1	0.469	0.453	1
4499	ENSG00000133816.13	0.251	0.274	0.262	0	0	0.38
68527	ENSG00000171307.18	0.639	0.683	0.6	0.475	0.458	0.537
75629	ENSG00000029153.14	0.584	0.422	0.712	1	1	0.645
6406	ENSG00000100038.19	1	0.928	1	0.818	0.934	0.867
67622	ENSG00000172775.16	1	1	1	0.902	0.879	0.705
80205	ENSG00000104320.13	0.4	0.571	1	1	0.769	1
73579	ENSG00000183020.13	0.789	0.709	0.724	0.967	0.869	0.944
74482	ENSG00000123636.17	0.379	0.377	0.613	0.767	0.708	0.74
26955	ENSG00000273674.4	1	1	0.685	0.237	0.482	0
21424	ENSG00000115525.17	1	0	1	0.303	0.367	0.358
24086	ENSG00000165533.18	0.818	0.668	0.956	0.978	0.898	0.972
32760	ENSG00000151849.14	0.166	0.094	0.058	0.215	0.227	0.183
18948	ENSG00000005801.16	0	0.214	0	0.113	0.242	0.285
20176	ENSG00000137842.6	0.782	0.873	0.814	0.827	1	1
80911	ENSG00000115641.18	0.151	0.378	0.099	1	0.398	1
55795	ENSG00000154305.16	0.033	0.096	0.095	0.235	0.165	0.141
44408	ENSG00000014914.20	0.789	0.91	0.75	1	1	1
78739	ENSG00000197343.10	0.696	0.619	0.821	0.459	0.461	0.558
7203	ENSG00000127720.7	0.508	1	0.34	1	1	0.756
10347	ENSG00000120370.12	0.298	0.403	0.586	0.722	0.675	0.864
41799	ENSG00000204514.9	0.768	0.898	1	0.694	0.652	0.618
43899	ENSG00000166262.15	0.901	0.849	0.874	1	1	0.937
49087	ENSG00000167685.14	0.079	0	0	0.136	0.322	0.106
8925	ENSG00000100284.20	1	0.861	1	0.813	0.713	1
4220	ENSG00000117620.14	0.709	0.762	0.624	1	0.855	0.819
76173	ENSG00000196118.11	1	0.729	0.813	0.478	1	0.468
42732	ENSG00000184014.7	0.922	0.878	0.78	0.978	0.936	0.98
29392	ENSG00000082258.12	0.174	0.155	0.112	0.359	0.231	0.248
57355	ENSG00000267106.5	0.116	0	0.344	0.259	0.44	0.207
33049	ENSG00000179151.11	0.328	0.258	0.281	0.146	0.161	0.226
20447	ENSG00000184465.15	0.811	0.864	0.662	0.784	1	1
80214	ENSG00000071564.14	0.477	0.351	0.273	0.241	0.171	0.287
32892	ENSG00000137343.17	0.602	0.432	0.504	0.74	0.838	0.756
77737	ENSG00000153237.17	1	0.14	1	0.329	0.109	0.329
3179	ENSG00000090097.21	0.668	1	0.829	1	1	0.873
81196	ENSG00000149187.17	0.368	0.744	1	1	1	0.823
60892	ENSG00000121897.14	0.962	0.981	0.97	0.794	0.866	0.893
73546	ENSG00000066926.10	0	0	0	0.323	0.588	0
10987	ENSG00000251022.6	0.724	0.784	0.763	0.876	0.847	0.914
5474	ENSG00000173674.10	0.687	1	1	0.594	0.712	0.687
49609	ENSG00000087088.19	0.84	1	0.397	0.517	0.397	0.697
72120	ENSG00000151150.21	1	0	1	0.394	0.196	0.87
74313	ENSG00000123358.19	0.412	0.545	0.167	1	1	0.375
37327	ENSG00000228794.8	1	0.267	0.477	0	0.215	0
36463	ENSG00000139636.15	0.201	0.311	0.239	0.368	0.522	0.387
61286	ENSG00000149503.12	0.171	0.284	0.138	0.472	0.309	0.781
55196	ENSG00000126453.9	0.651	0.826	0.699	0.914	0.885	0.813
38001	ENSG00000277053.4	1	1	1	0.891	0.777	1
11082	ENSG00000154743.17	0.871	0.724	0.797	1	0.797	1
13333	ENSG00000168769.13	0.885	1	0.776	0.735	0.676	0.785
19801	ENSG00000102125.15	0.292	0.432	0.49	0.574	0.623	0.587
34421	ENSG00000219481.10	0.77	0.598	0.87	1	0.942	0.86
16673	ENSG00000123106.10	0.428	0.444	0.843	1	0	0.13
47049	ENSG00000005189.19	1	1	1	0.319	1	0.679
51664	ENSG00000109332.19	1	0.528	0.672	0.626	1	1
63705	ENSG00000239779.6	0.619	0.73	1	0.448	0.626	0.619
72191	ENSG00000213020.9	0.092	0.288	0.168	0.092	0	0
48278	ENSG00000104763.18	0.803	0.655	0.694	0.419	0.552	0.542
79487	ENSG00000126070.19	0.06	0.158	0	0.229	0.27	0.228
40380	ENSG00000178922.16	0.514	0.577	0.498	0.712	1	0.598
32747	ENSG00000151849.14	0.178	0.117	0.064	0.229	0.25	0.199
45506	ENSG00000151746.13	0.671	1	0.781	0.689	0.346	0.671
29178	ENSG00000079156.16	0.186	0	0.727	0	0	0.151
6556	ENSG00000262879.5	1	0.595	1	0.487	0.595	1
21145	ENSG00000033030.13	1	0.844	1	0.575	0.828	0.801
27844	ENSG00000215039.6	0	0.444	0.269	0.564	0.496	0.665
56060	ENSG00000206530.10	1	1	0.742	0.839	0.618	0.764
60722	ENSG00000151923.17	0.13	0.127	0.143	0.346	0.451	0.113
26433	ENSG00000143569.18	0.453	0.449	0.57	0.154	0.258	0.306
43203	ENSG00000084112.14	0.736	0.524	0.576	0.856	0.777	0.727
63445	ENSG00000109390.11	0	0	0.043	0.264	0.146	0
10396	ENSG00000105483.17	0.036	0.035	0.056	0.14	0.023	0.298
71525	ENSG00000196141.13	1	0.287	0.248	0.107	0.052	0
75158	ENSG00000102181.20	0.806	0.826	0.84	0.882	0.966	0.967
67102	ENSG00000048028.11	0.906	0.96	1	0.891	0.664	0.933
79240	ENSG00000198911.11	0.084	0.552	0.158	0.353	0.807	0.694
16702	ENSG00000141905.17	0.408	0.282	0.408	0.111	0.095	0.302
57505	ENSG00000162994.15	0.631	0.446	0.579	0.243	0.231	0.268
65236	ENSG00000239665.8	0.691	0.763	0.77	1	1	1
69612	ENSG00000188559.13	0.417	0.488	0.833	1	1	1
20120	ENSG00000115459.17	0.758	0.386	0.428	0.908	0.818	0.825
1009	ENSG00000164654.15	0	0	0.155	0.18	0.292	0.355
72812	ENSG00000188428.19	1	0	1	0.506	0.506	0.46
53482	ENSG00000081760.16	0.941	0.95	0.972	0.884	0.753	0.897
26099	ENSG00000075303.12	0.455	0.257	0.329	0.221	0.239	0.148
59608	ENSG00000104907.12	0.852	0.811	0.933	1	1	1
62933	ENSG00000145725.19	0.133	0.29	0.31	0.487	0.488	0.56
6011	ENSG00000033170.16	0.244	0.181	0	0.041	0.041	0
13181	ENSG00000134058.11	0.263	0.13	0.229	0	0.229	0
28344	ENSG00000228716.6	1	1	0.806	0.806	1	0.278
42736	ENSG00000184014.7	0.89	0.861	0.762	0.97	0.92	0.975
52244	ENSG00000242086.8	0.964	0.911	0.879	0.75	0.673	0.877
16674	ENSG00000123106.10	0.767	0.642	1	1	1	1
26618	ENSG00000126653.17	1	1	0.671	0.203	0.505	0.605
39951	ENSG00000168385.17	0	0.09	0.111	0.332	1	0.332
75745	ENSG00000247828.7	1	1	1	0.723	0.818	0.86
64741	ENSG00000185305.10	1	1	1	0.873	0.824	0.849
78751	ENSG00000197343.10	0.845	0.873	0.838	0.661	0.813	0.663
9852	ENSG00000119929.12	0.826	0.855	0.746	0.507	0.364	0.808
35122	ENSG00000078304.19	0.897	1	1	0.754	0.835	0.866
30392	ENSG00000052749.13	0.341	0	1	0.341	0.509	1
77506	ENSG00000173715.15	0.933	0.895	0.921	0.747	0.717	0.833
55045	ENSG00000198157.10	0	0	0	0	0.046	0.366
28417	ENSG00000122741.15	0.487	0.626	0.653	0.807	0.683	0.919
74631	ENSG00000121067.17	0	0	0.086	0.099	0.165	0.18
36534	ENSG00000157578.13	0.735	1	1	0.188	0.316	0.735
34533	ENSG00000059588.9	0.808	0.84	0.829	0.534	0.543	0.77
27289	ENSG00000117155.16	1	0.539	1	1	1	1
31369	ENSG00000218739.9	0.798	0.579	0.855	1	1	0.763
44066	ENSG00000155393.12	0.953	0.963	0.954	0.892	0.684	0.936
33817	ENSG00000174165.7	0.143	0.163	0.467	0	0	0
46986	ENSG00000189050.15	1	0.817	0.935	0.564	0.624	0.713
77856	ENSG00000154930.14	0.806	0.823	0.875	1	1	0.941
35798	ENSG00000135541.20	0.035	0.041	0.068	0.182	0.121	0.223
13710	ENSG00000166526.16	0.565	0.735	0.656	0.826	0.76	0.89
36543	ENSG00000167220.11	0.04	0.117	0.058	0.382	0.244	0.066
5937	ENSG00000065665.20	0.501	0.727	0.788	0.947	0.835	0.801
1677	ENSG00000062485.18	1	0.353	0.766	0.593	0.179	0.593
34496	ENSG00000140474.12	0.19	1	0	1	1	1
30964	ENSG00000167775.10	0.424	0.582	0.654	0.724	0.809	1
38994	ENSG00000214087.8	0.766	0.828	0.806	0.887	0.871	0.944
71463	ENSG00000174365.19	0.04	0.078	0.136	0.226	0.368	0.142
28519	ENSG00000127483.17	0.853	0.895	0.873	0.706	0.626	0.897
27981	ENSG00000153250.19	0.123	0.281	0.166	0.495	0.48	0.247
58112	ENSG00000214021.15	0.283	0.308	0.289	0.129	0.175	0
18577	ENSG00000270011.6	0.37	0.501	0.401	0.1	0.126	0.251
19754	ENSG00000223745.7	0	0.554	0.383	0	0	0
41548	ENSG00000143363.15	0.936	1	0.909	0.731	0.737	0.946
78783	ENSG00000143434.15	0.807	0.55	0.773	0.875	1	1
15620	ENSG00000164211.12	0.831	0.871	0.918	0.7	0.629	0.891
48323	ENSG00000164953.15	0.121	0.222	0.072	0.054	0.02	0
15352	ENSG00000156802.12	0.75	0.6	1	0.429	0.158	1
13029	ENSG00000260128.6	1	1	1	0.379	0.234	1
2902	ENSG00000064225.12	1	1	0.669	0.746	0.713	0.758
61726	ENSG00000010803.16	0.85	0.814	0.805	0.406	0.643	0.719
37788	ENSG00000197355.10	0.868	1	0.46	0.724	1	1
26425	ENSG00000204519.10	0.874	0.947	1	1	0.616	0.373
75431	ENSG00000109180.14	0.942	0.607	0.851	1	0.929	0.866
79172	ENSG00000095794.19	1	0.971	0.939	0.897	0.913	0.694
15423	ENSG00000100813.14	0.254	0.323	0.328	0.496	0.75	0.358
47551	ENSG00000167196.13	1	1	1	1	0.842	0.814
57552	ENSG00000196781.14	1	0.837	1	0.741	0.696	1
65600	ENSG00000136122.15	0.902	0.95	1	0.809	0.846	0.856
65510	ENSG00000070269.13	0	0.18	0	0.052	0.204	0.248
57179	ENSG00000106686.16	0.635	0.395	1	1	1	1
47091	ENSG00000156299.13	0.52	0.213	0.888	1	0.852	0.934
1278	ENSG00000105223.19	0.513	0.47	0.511	0.234	0.19	0.512
48385	ENSG00000070010.18	0.465	0.59	0.48	0.667	0.601	0.894
48445	ENSG00000215908.10	0.5	0.763	0.757	0.786	0.805	1
70802	ENSG00000050426.15	0.881	0.97	0.939	0.709	0.758	0.875
55077	ENSG00000117597.17	1	1	1	0.779	1	0.746
45643	ENSG00000168214.20	0.448	0.418	0.376	0.244	0.254	0.382
9218	ENSG00000197121.14	0.876	0.54	0.658	0.959	0.962	0.765
24511	ENSG00000032742.17	0.811	0.754	0.878	0.972	0.964	0.925
59190	ENSG00000224078.13	1	0.777	0.705	1	1	1
49816	ENSG00000123411.14	0.673	1	0.607	0.508	0.407	0.436
67103	ENSG00000048028.11	0.904	0.96	1	0.896	0.66	0.934
51983	ENSG00000006837.11	1	1	1	0.617	0.741	0.683
70820	ENSG00000242282.6	1	0	1	0.891	0.477	0
38904	ENSG00000257390.5	1	0.395	0.766	0.466	0.395	0.495
23931	ENSG00000155366.16	0.261	0.34	0.364	0.481	0.366	0.588
46414	ENSG00000115042.9	1	1	1	0.385	1	0.61
28059	ENSG00000145041.15	0.871	0.811	0.792	1	1	0.923
76614	ENSG00000122490.18	0.798	0.54	0.558	0.868	0.818	0.912
12025	ENSG00000178177.15	0.676	0.652	0.752	0.423	0.466	0.592
69917	ENSG00000164649.19	0.872	0.881	0.881	0.711	0.644	0.909
70777	ENSG00000050426.15	0.878	0.97	0.942	0.729	0.758	0.875
26308	ENSG00000176894.9	0.869	0.655	0.863	0.954	0.927	0.986
50921	ENSG00000163322.13	1	0.963	0.98	0.831	0.833	0.959
43087	ENSG00000164180.13	0.884	0.932	0.866	0.624	0.828	0.76
58146	ENSG00000213468.4	0.469	0.658	0.138	1	1	1
79845	ENSG00000107077.18	0	0.134	0.063	0.501	0.159	0.208
48100	ENSG00000035115.21	0.643	0.786	0.835	0.958	0.885	0.887
60005	ENSG00000134444.13	0.621	0.686	0.766	1	1	1
77291	ENSG00000151806.13	1	1	1	0.784	0.8	1
70600	ENSG00000099991.17	0.919	0.977	0.897	0.823	0.782	0.885
70408	ENSG00000185619.18	0.022	0.112	0.188	0.227	0.201	0.668
41332	ENSG00000197889.9	1	0	0.334	0.819	0.455	1
63210	ENSG00000108021.19	0.778	0.841	0.806	0.328	0.499	0.645
21729	ENSG00000242588.5	0.894	0.86	1	0.641	0.846	0.799
59748	ENSG00000150456.10	0.905	0.895	1	0.856	0.684	0.912
23239	ENSG00000204463.12	0.285	0.346	0.32	0.199	0.21	0.239
19897	ENSG00000204152.10	0.457	0.551	0.487	0.135	0.157	0.45
31237	ENSG00000096070.19	1	1	1	0.865	0.802	0.847
77983	ENSG00000176715.15	0.839	0.891	0.972	0.61	0.834	0.738
46519	ENSG00000150403.17	1	1	1	0.943	0.913	0.817
51992	ENSG00000006837.11	0	0.177	0.085	0.253	0.337	0.253
12853	ENSG00000196458.10	0.669	0.574	0.511	0.31	0.299	0.464
9152	ENSG00000090857.13	1	1	1	1	1	0.621
61708	ENSG00000010803.16	0.755	0.772	0.863	0.576	0.59	0.618
80349	ENSG00000108423.14	1	0.829	1	0.858	0.64	1
65304	ENSG00000162910.18	0.676	0.475	0.765	0.784	1	0.685
17156	ENSG00000130023.15	0	0.075	0.056	0.264	0.193	0.212
71253	ENSG00000119004.15	1	1	0.843	0.624	0.517	1
50806	ENSG00000074621.13	0.394	1	0.661	0.302	0.115	0.661
13437	ENSG00000188313.12	0.751	0.649	0.826	0.888	1	0.777
81093	ENSG00000151466.11	0.93	0.957	0.908	0.75	0.83	0.806
45749	ENSG00000173276.13	0.026	0.099	0	0.233	0.108	0.185
78744	ENSG00000197343.10	0.911	0.815	0.811	0.651	0.648	0.689
1526	ENSG00000134744.13	0.887	0.908	0.924	0.766	0.82	0.743
40541	ENSG00000204120.14	0.83	0.413	0.494	0	0	0.687
58411	ENSG00000153993.13	0.867	0.808	0.876	1	1	0.956
74873	ENSG00000144306.14	0.64	1	0.64	0.542	0.415	0.47
77199	ENSG00000225210.9	0.869	0.666	1	0.322	0	0.78
18261	ENSG00000163913.11	0.337	0.321	0.736	0.723	0.817	0.893
79690	ENSG00000058056.8	1	0.918	0.78	1	1	1
66735	ENSG00000143248.12	0.372	0.855	0.703	0.372	0	1
43259	ENSG00000244625.5	0	0.061	0.281	0.269	0.227	0.425
26550	ENSG00000140104.13	0.087	0.185	0.087	0.405	0.262	0.63
56639	ENSG00000064545.14	0.896	0.534	0.887	1	1	1
68239	ENSG00000185485.14	1	1	1	1	1	0.466
72091	ENSG00000138621.11	1	0.924	1	0.918	1	0.634
22824	ENSG00000125319.14	0.55	0.71	0.765	0.813	0.731	1
78746	ENSG00000197343.10	0.292	0.224	0.243	0.056	0.136	0.037
57754	ENSG00000004700.15	0.657	0.79	0.743	0.878	0.804	0.929
51965	ENSG00000006837.11	0.906	0.753	0.854	0.924	1	1
26224	ENSG00000005889.15	0.076	0.111	0.248	0.568	0.568	0.369
51003	ENSG00000075240.16	0.78	0.885	0.838	0.946	0.956	0.965
78859	ENSG00000182179.12	1	1	1	1	0.731	0.632
24089	ENSG00000165533.18	0.759	0.539	0.556	0.333	0.345	0.358
30510	ENSG00000169239.12	0	0	0	0.1	0.053	0.198
46536	ENSG00000175764.14	0.599	1	1	0.592	0.649	0.695
52796	ENSG00000177873.12	1	1	1	0.512	0.825	0.78
3130	ENSG00000179409.10	0.139	0.239	0.169	0	0.068	0.122
24669	ENSG00000184381.18	0.127	0.329	0.08	0.343	0.545	0.359
36383	ENSG00000143845.14	0.741	0.88	0.896	1	1	1
62143	ENSG00000171466.9	0.933	0.954	1	0.957	0.91	0.711
