baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000027075.14	184.096784867918	6.45977642090002	0.636074988294763	10.1556837476315	3.12611150984645e-24	3.00612203827703e-22
ENSG00000104361.9	262.986175473457	8.65304726049093	0.856533009965973	10.1024095508411	5.39012418270353e-24	5.1179002638964e-22
ENSG00000111321.10	533.057844574518	12.5273217285459	1.24128305041849	10.0922361940916	5.97916402404794e-24	5.65343718056215e-22
ENSG00000135269.17	966.835009216409	12.4242805215823	1.23359357919072	10.0716157502482	7.3756308977239e-24	6.8309224191297e-22
ENSG00000072041.16	771.217141758582	11.2031219877811	1.11338734112496	10.0621963030957	8.11670433902418e-24	7.48658304707218e-22
ENSG00000175984.14	151.042540520555	5.93554554864803	0.590636887415972	10.0493986662702	9.24297033509828e-24	8.49075787124191e-22
ENSG00000151224.12	216.963594629197	8.03216785804261	0.801236297762379	10.0247179021646	1.18698073074016e-23	1.08158832876073e-21
ENSG00000123689.5	502.658355325782	7.29131713925625	0.727976121683052	10.0158740404823	1.29809372692266e-23	1.17337288163993e-21
ENSG00000158716.8	189.716227092007	7.35965728141267	0.735018276068613	10.0128901838703	1.33785902815958e-23	1.20449953459563e-21
ENSG00000198467.13	3389.64271694102	4.77145644436462	0.477666664398042	9.98909239433242	1.70132313364715e-23	1.51962451281258e-21
ENSG00000178038.16	206.213051316147	6.98246849740774	0.70099245770089	9.96083256060813	2.2616074972937e-23	2.01211835526941e-21
ENSG00000143156.13	1736.28122948632	3.20144098050404	0.3246903390759	9.85998225144502	6.20603606172771e-23	5.3122728379895e-21
ENSG00000198915.11	422.959350889317	12.1935463933728	1.24069346968472	9.82800884449837	8.52883391870882e-23	7.21852392865101e-21
ENSG00000180336.17	583.551111272861	10.8170574720896	1.10214922855065	9.81451258312301	9.75080669152685e-23	8.22196752295238e-21
ENSG00000175294.5	244.664597083179	8.25556114835488	0.841497542433905	9.81055883357296	1.01405404037805e-22	8.51880788270004e-21
ENSG00000172216.5	265.704970965154	3.13140947365313	0.321834345374381	9.72987973055036	2.24858658146242e-22	1.86814557234881e-20
ENSG00000138356.13	284.765448910721	8.15279601234385	0.838788901015284	9.71972328493566	2.48455764680215e-22	2.05663127115147e-20
ENSG00000135525.18	130.880504813209	5.37898776735722	0.553434324554924	9.71928832148792	2.49519308468033e-22	2.05789683677395e-20
ENSG00000198832.10	212.569121763654	6.54403569749176	0.673807637722437	9.71202362681954	2.67963356676248e-22	2.20197670333449e-20
ENSG00000170571.11	554.264637579444	12.583575013767	1.29729350685961	9.69986741414315	3.01890675817899e-22	2.46286118849563e-20
ENSG00000142178.7	111.890198845855	4.83431721277663	0.499177627902992	9.6845630544086	3.50704917591453e-22	2.83043918847559e-20
ENSG00000150054.18	668.585919272216	5.80657726643732	0.603337735825963	9.62409098858731	6.32637954763926e-22	5.05171466493116e-20
ENSG00000187815.9	132.003669266145	6.84522291347324	0.713315711248558	9.59634395475693	8.28304794475057e-22	6.49931657831505e-20
ENSG00000104689.9	382.857394007177	12.0498221706757	1.25782016318584	9.57992447835754	9.71159231082329e-22	7.57459973113933e-20
ENSG00000026559.13	187.176679747176	6.60036496797012	0.690976862692061	9.55222283746948	1.26942854855918e-21	9.79063015028681e-20
ENSG00000137331.11	261.48173135699	9.06279809032547	0.949122738159551	9.54860496535905	1.31454414438829e-21	1.01041049574444e-19
ENSG00000272808.3	329.460550489327	9.3856328339564	0.987393657235526	9.50546194537445	1.99162071749793e-21	1.50600898762723e-19
ENSG00000118523.5	1913.22182600356	5.9757059486755	0.6306074108622	9.47611119968476	2.63936357145832e-21	1.98153946803372e-19
ENSG00000141682.11	325.824840461093	5.89890375785317	0.624346549314615	9.44812422576656	3.44956795659308e-21	2.55584710436362e-19
ENSG00000146242.8	322.334203846383	11.8015601838031	1.25744286410589	9.38536495031492	6.26989274737342e-21	4.61521290896236e-19
ENSG00000102699.5	20866.3577390166	3.69236551230792	0.393481888674123	9.38382583439791	6.36213303802236e-21	4.66790527250744e-19
ENSG00000134533.6	319.117338622271	6.62561783785801	0.70776252849459	9.36135719412935	7.87189368489265e-21	5.66525648061159e-19
ENSG00000251432.6	179.054359487439	3.71336040181819	0.396660977148899	9.36154705337769	7.85775901667991e-21	5.66525648061159e-19
ENSG00000037280.15	384.951846490744	12.0577118584834	1.28870553303314	9.35645230769204	8.24589722715483e-21	5.91558049330936e-19
ENSG00000163293.11	202.774942051064	5.90200258799429	0.631943293235955	9.33944968032219	9.68361159916852e-21	6.85988259931067e-19
ENSG00000139514.12	36553.4782821573	4.74603544000102	0.508394568077302	9.33533860904544	1.00668952170886e-20	7.08696878865324e-19
ENSG00000100889.11	1214.22050570967	4.09256321647708	0.440934793955503	9.28156106657822	1.6701339772765e-20	1.16486690180538e-18
ENSG00000104432.13	160.82183638809	7.12806071909043	0.775210953444243	9.19499484291423	3.75012586347864e-20	2.53728575637396e-18
ENSG00000021355.12	771.242660710151	7.077563882767	0.770465256212667	9.18609090506921	4.07376874216999e-20	2.73985196534397e-18
ENSG00000161249.20	595.223308682255	11.7242368645672	1.28107206640288	9.15189486371957	5.59435179686504e-20	3.72923781432319e-18
ENSG00000164695.4	265.575012043476	11.5221174107102	1.26560321445685	9.10405194858412	8.70231284139388e-20	5.73337800553408e-18
ENSG00000237438.7	109.004893972253	6.19177665164704	0.681122718748476	9.0905448918575	9.85439359913531e-20	6.43611521830231e-18
ENSG00000166228.8	825.354443414044	2.58649314101406	0.284636691612698	9.08699832885027	1.01810953083613e-19	6.61127562581459e-18
ENSG00000142552.7	608.737079527849	4.98785520399552	0.548938760589387	9.08636001334672	1.02410218864614e-19	6.63113503123939e-18
ENSG00000165810.16	240.457197167742	11.3788296873107	1.25504249419527	9.06648957301386	1.22913162797998e-19	7.91336653250473e-18
ENSG00000176485.11	476.687556082785	3.48223691350804	0.384117356069504	9.06555472822203	1.23971807702739e-19	7.95884917746165e-18
ENSG00000267575.6	623.676102508362	2.98906881179807	0.330339670505651	9.04847064605562	1.4498463917183e-19	9.25526236159611e-18
ENSG00000080031.9	111.453812661876	7.0880419911378	0.783890756634528	9.04212982631514	1.53648457856706e-19	9.75322429956697e-18
ENSG00000109255.11	215.071910425198	5.88919394783798	0.65191336843496	9.03370636803491	1.65953603834226e-19	1.05048166371032e-17
ENSG00000008394.12	1995.72948453985	8.7139230682718	0.966173635393723	9.01900315746125	1.89808531987695e-19	1.19147033496054e-17
ENSG00000077238.13	223.419091690033	8.85841417721296	0.983423278428049	9.00773285677422	2.10360044667912e-19	1.30956371608966e-17
ENSG00000283633.1	214.03506513338	11.2108831352165	1.24578872844424	8.99902437648226	2.27732350713842e-19	1.40609171077361e-17
ENSG00000170542.5	157.949091336644	8.32625087998933	0.925882060493529	8.99277698020322	2.41061063599353e-19	1.47628669789111e-17
ENSG00000132429.9	277.760895911938	11.5868303881302	1.2907703421739	8.97667850705011	2.79063838626156e-19	1.70440125007402e-17
ENSG00000158089.14	454.76593095212	10.424909050934	1.16371569614668	8.95829547152559	3.29735919479772e-19	2.00845614781776e-17
ENSG00000061656.9	133.139277567006	4.90378864659671	0.547429693020003	8.95784190942219	3.31094744801588e-19	2.01131157070599e-17
ENSG00000118985.15	1965.06028726038	4.42356325741457	0.494342338900754	8.94838032131953	3.60736276933021e-19	2.16806340056713e-17
ENSG00000112837.16	244.181380875776	11.4009446899989	1.27431229843027	8.94674304253589	3.66125249299679e-19	2.19461495588174e-17
ENSG00000185215.8	106.237578305177	4.64088012625617	0.520810176148891	8.91088603639232	5.0626334190379e-19	2.98708590087255e-17
ENSG00000236453.5	235.712741793928	11.3500915752923	1.2774455897573	8.88499022290941	6.39263909893045e-19	3.73283871725143e-17
ENSG00000203995.9	291.5484812255	9.79901657889007	1.1064479959991	8.85628300139111	8.27266959060916e-19	4.74481693930421e-17
ENSG00000080224.17	203.365327580134	11.1370714821348	1.26250391072579	8.82141543286965	1.13021862944196e-18	6.41725642917824e-17
ENSG00000111885.6	233.818778703283	6.13756588012815	0.696458174648367	8.81254051361653	1.22341148856185e-18	6.91166320463019e-17
ENSG00000234155.1	91.4740132099045	5.80181026926938	0.659128175744432	8.80224891420657	1.34101340890724e-18	7.53836343643924e-17
ENSG00000242516.1	374.458320084551	11.0553168705089	1.25817695324875	8.7867742625255	1.53915625172332e-18	8.60936954862463e-17
ENSG00000158023.9	1815.90702712234	6.6075647197679	0.752151279823789	8.78488795673643	1.56520468910055e-18	8.73345569488748e-17
ENSG00000173157.16	94.6418531031379	6.57020723964536	0.748139908223466	8.78205689527643	1.60511854534366e-18	8.91215451785652e-17
ENSG00000198930.12	421.390359733312	11.2257415713418	1.27904109541784	8.77668560576981	1.68362807443911e-18	9.32515373190563e-17
ENSG00000072657.8	189.000483096253	11.0313910534267	1.26078402144032	8.74962790282223	2.14057388628915e-18	1.17125154194581e-16
ENSG00000164509.13	201.515397282976	11.1238757474277	1.27561588143583	8.72039609204825	2.77230257001061e-18	1.4916307970738e-16
ENSG00000196549.10	1819.29538985661	7.88893380817874	0.90485718270159	8.71842977985224	2.82086407997458e-18	1.5141540731417e-16
ENSG00000184292.6	134.060461839927	8.08857511388464	0.932353805765919	8.67543529490928	4.11971587624294e-18	2.18288465875698e-16
ENSG00000132204.13	318.6045510169	10.8222452000392	1.24903218203854	8.66450469064478	4.53480210078192e-18	2.38875193178251e-16
ENSG00000119698.11	129.20490385457	6.61848973753955	0.764669935033028	8.65535498954027	4.91379869153942e-18	2.56448089679926e-16
ENSG00000131459.12	2851.13774992457	3.82587084513457	0.442477197406866	8.64648137250021	5.31117049406286e-18	2.7591225476973e-16
ENSG00000102053.12	163.260127941758	10.8202204483375	1.25571629352747	8.61677156226272	6.88683390487196e-18	3.56129685543012e-16
ENSG00000248370.1	162.906452600136	10.8170961201393	1.25571675228031	8.61428033073231	7.03822897348878e-18	3.62300451806149e-16
ENSG00000105171.9	1910.53575302759	2.5695291973433	0.298549606877221	8.6067076899553	7.51888571385668e-18	3.84415790411161e-16
ENSG00000160233.7	323.656325479002	10.84488568978	1.26105284410663	8.59986616775197	7.98091116554626e-18	4.06199618286068e-16
ENSG00000204588.5	127.3073543992	8.0175554648254	0.932498931314558	8.59792456118199	8.11706246906788e-18	4.12200848710103e-16
ENSG00000149054.15	162.334836170739	10.8119739827937	1.25756895186908	8.59751981529467	8.14573190365857e-18	4.1272925910062e-16
ENSG00000182197.10	2337.88591166027	3.46211929214909	0.403317057659784	8.58411323398462	9.15397735490987e-18	4.61744598808601e-16
ENSG00000231106.2	294.300382427994	10.7078156871887	1.24766589568727	8.58227809560377	9.30124424200539e-18	4.68128101070908e-16
ENSG00000204764.13	301.63653406065	10.7433221646502	1.25186143851028	8.5818780211289	9.33365869306758e-18	4.68715598102092e-16
ENSG00000132170.19	213.485969820355	9.35348946031305	1.09145768052805	8.56972251621135	1.03734693563106e-17	5.17482694291186e-16
ENSG00000100206.9	116.722671426785	4.59740850389986	0.536627699621222	8.56722175755171	1.06011618396077e-17	5.27676333152984e-16
ENSG00000169021.5	9320.35302105789	2.90224296675312	0.338850163020658	8.56497438537808	1.08099873612562e-17	5.36888119537729e-16
ENSG00000172927.7	274.314824053219	6.94771732453367	0.812921209979597	8.54660604157204	1.26760963151299e-17	6.2681493332452e-16
ENSG00000204860.4	151.171841161129	10.7091900708816	1.25312195058566	8.54600788524734	1.27419316627612e-17	6.28694698067854e-16
ENSG00000172123.12	270.912695565041	10.5882756636099	1.23957849612566	8.54183554869975	1.32106347979317e-17	6.48986793834045e-16
ENSG00000138347.15	133.852202483966	8.08998434477629	0.947894932652671	8.53468466398125	1.40538201254737e-17	6.85935695886509e-16
ENSG00000161040.16	227.102052012861	4.12118814163603	0.484497890040237	8.50610131923127	1.79879781709696e-17	8.7043325633313e-16
ENSG00000159871.14	140.594362302361	6.21976953592939	0.731412563744243	8.50377727187127	1.83519477834044e-17	8.86148111131139e-16
ENSG00000269586.7	270.288494788424	10.584812177692	1.2454577553453	8.49873239960468	1.91672194109935e-17	9.21576221807727e-16
ENSG00000238266.1	308.047706870093	9.31246188279689	1.09693311860788	8.48954391550813	2.07449615137691e-17	9.95317707618161e-16
ENSG00000196917.5	205.294944373097	9.28920873917296	1.09455521989737	8.48674289821937	2.12509211865611e-17	1.01743287494472e-15
ENSG00000180071.19	271.433573427727	10.5908656500829	1.24908277722089	8.47891416263601	2.27305293783967e-17	1.08597146489008e-15
ENSG00000101017.13	273.373461450425	10.6011760236947	1.25053403122546	8.47731909647121	2.30442278556092e-17	1.09632307596012e-15
ENSG00000170561.12	145.615299013422	10.6552175196827	1.25793584751311	8.4703981850486	2.44555595040231e-17	1.15858854019269e-15
ENSG00000186642.15	149.326222856076	7.84713085680291	0.926824870215561	8.4666813644932	2.52483560935064e-17	1.19157869020342e-15
ENSG00000246263.2	357.164031966753	3.60104701947192	0.426369209495996	8.44584209945333	3.01861479204568e-17	1.42113868897184e-15
ENSG00000029153.14	3372.27143754468	3.1333978905968	0.371220981878832	8.44078875805451	3.15203345005088e-17	1.47473399387681e-15
ENSG00000196352.14	686.543341804801	6.61404212333443	0.787002456154448	8.40409336922887	4.31179556635472e-17	1.97642913201793e-15
ENSG00000134463.14	152.104967234687	10.7181428702588	1.2769674940294	8.39343438292095	4.72143215428182e-17	2.15981627170973e-15
ENSG00000204642.13	147.578343510293	3.82477263981559	0.455730840603703	8.39261313706342	4.7545410006491e-17	2.170568030963e-15
ENSG00000246705.4	343.17242715474	10.9295580111741	1.30265370469408	8.39022525463954	4.85211593283241e-17	2.21064749697877e-15
ENSG00000184139.8	166.997584371342	10.8528137970965	1.29376514637842	8.388550137926	4.92174159603015e-17	2.23310501639992e-15
ENSG00000256128.5	140.037516279301	10.5988099465553	1.26346435563233	8.38868932020714	4.91591918772109e-17	2.23310501639992e-15
ENSG00000135605.12	136.957475215177	10.5667047039635	1.26637287496863	8.34407062313717	7.17760899944746e-17	3.16178573429851e-15
ENSG00000166796.11	145.213640407993	8.18398682517794	0.981614621564635	8.33727070215515	7.6024881458967e-17	3.32303727506719e-15
ENSG00000162722.8	273.261676427788	9.71058018197808	1.16541309114133	8.3323074502863	7.9281736408558e-17	3.45870401420964e-15
ENSG00000143158.10	1220.09456559099	2.2248568053216	0.267268023430049	8.32444067482659	8.47278502763043e-17	3.68207684719985e-15
ENSG00000234369.1	179.712563480983	3.59683222665789	0.433872057257127	8.29007576426221	1.13176354422687e-16	4.88083827718296e-15
ENSG00000146376.10	1721.73504711854	2.91257514079516	0.351764670559647	8.27989671663542	1.23282159260507e-16	5.28639513276836e-15
ENSG00000228742.9	253.240949103965	10.4908160958694	1.2703026592421	8.25851699163455	1.47493472467264e-16	6.30067578604013e-15
ENSG00000145335.15	143.857220653438	10.6376146875805	1.29397650830545	8.22087156861226	2.02029528131721e-16	8.51765536701608e-15
ENSG00000140379.7	393.0062660748	10.2453919749562	1.24675195154452	8.2176666836285	2.07500724164414e-16	8.73203233643841e-15
ENSG00000272674.3	120.073374374999	3.67546216568739	0.447708841712313	8.20949202528628	2.22126217273715e-16	9.31281680510467e-15
ENSG00000179148.9	137.63589729009	7.69575715970514	0.938566010775681	8.19948418262553	2.41420682782949e-16	1.0084333806893e-14
ENSG00000155760.2	212.108275592134	3.57958306829931	0.437129624357747	8.18883660323552	2.63763341074037e-16	1.08967531656144e-14
ENSG00000128604.19	103.329214552347	7.277880693442	0.89076073579221	8.17041030324413	3.07342381151141e-16	1.25821071182129e-14
ENSG00000226085.3	304.007613908425	3.44866586971491	0.422218037891975	8.16797379603486	3.13612011971613e-16	1.28155592161564e-14
ENSG00000105185.11	5291.73486987221	2.83216729911306	0.346828684342176	8.16589696000717	3.19055530881755e-16	1.30144709149204e-14
ENSG00000249395.2	114.236126592504	10.3050068275146	1.26213427279764	8.16474684953494	3.22109999863426e-16	1.31153905890337e-14
ENSG00000232386.9	128.463654797646	10.4744178380918	1.28349671847543	8.16084504721881	3.32688740696332e-16	1.35217628817549e-14
ENSG00000198113.2	325.525604501943	5.63861680334893	0.691575245320497	8.15329473040323	3.54141121842264e-16	1.43678295716185e-14
ENSG00000116661.9	120.254954444465	6.34464768816794	0.778309208732494	8.1518342799778	3.58445280793525e-16	1.45163914970826e-14
