baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000146122.16	97.3711312198255	-10.0513632651207	1.32866034736216	-7.56503592891596	3.87757415369489e-14	1.21871238838939e-12
ENSG00000152583.12	2904.14091495068	-10.765625692195	1.42741032396966	-7.54206797541969	4.62576501999156e-14	1.44382649063217e-12
ENSG00000238083.7	58.777711360007	-5.43155883993169	0.720369550357907	-7.53996172830055	4.70109404549004e-14	1.46329646336066e-12
ENSG00000152102.17	4379.93342035862	-1.78468075863762	0.236983605295889	-7.53081951137223	5.0422846279626e-14	1.56303906752673e-12
ENSG00000148082.9	2140.54461556607	-2.70869807007564	0.359948581180395	-7.52523613565273	5.26251284655307e-14	1.62684357464304e-12
ENSG00000182141.10	402.845089124121	-2.64236720059618	0.351608592800703	-7.5150814135362	5.68755292113093e-14	1.75583771737318e-12
ENSG00000009954.10	6935.70478159973	-2.78104395540398	0.37030105800857	-7.51022416830256	5.90261998885872e-14	1.81703757999889e-12
ENSG00000205978.5	302.318148336971	-10.7226060407269	1.42776522483932	-7.51006247678684	5.90991513098144e-14	1.81703757999889e-12
ENSG00000230910.2	351.719142742188	-6.94373050864533	0.925291577103096	-7.50437016879023	6.17246525641427e-14	1.89261017455155e-12
ENSG00000259495.2	113.425118455281	-8.40825249470514	1.12078486307536	-7.50211103996659	6.27981382474157e-14	1.9229164337603e-12
ENSG00000106991.13	222.185488230307	-10.2782230448914	1.37049813976057	-7.49962568113152	6.40003319279113e-14	1.95707645589572e-12
ENSG00000167981.5	82.3823164022247	-9.80930760606795	1.30913969801611	-7.49294183113774	6.73467535144075e-14	2.05108077617059e-12
ENSG00000163071.10	183.408400029502	-9.10717217726489	1.21549751784731	-7.49254691477614	6.75497715868849e-14	2.05449493717419e-12
ENSG00000153707.16	2835.61312328921	-6.35833918463528	0.848744471852507	-7.49146462274717	6.81092436277145e-14	2.06872673050953e-12
ENSG00000157833.12	248.032798938537	-10.4370147939465	1.39500409375505	-7.48170907932773	7.33622070908397e-14	2.21932952588862e-12
ENSG00000109819.8	749.137830867408	-8.67002716475999	1.15913585522732	-7.47973339420139	7.44735385715251e-14	2.24993719871567e-12
ENSG00000171617.13	5461.02494288965	-2.98811294763503	0.400000579407602	-7.47027154825727	8.00294971980013e-14	2.41134210357391e-12
ENSG00000103512.14	2669.76421268972	-2.07798789248595	0.278769289581357	-7.4541492558473	9.04495575905925e-14	2.70367606141827e-12
ENSG00000164742.14	1036.70677725646	-11.0229475757627	1.47945756234393	-7.45066831001145	9.28685788327735e-14	2.77231723178734e-12
ENSG00000164050.12	1098.96125204822	-3.34364710082397	0.448869703073356	-7.44903716586446	9.40238840841133e-14	2.80310254951556e-12
ENSG00000175093.4	171.423083587378	-9.9038981043543	1.33190895271127	-7.43586720713427	1.03884157654445e-13	3.09298312868926e-12
ENSG00000106799.12	2732.01243198082	-1.94361825156543	0.26160991762075	-7.42945171667021	1.09048743424053e-13	3.23396785288286e-12
ENSG00000018625.14	1974.80485857284	-9.53206752445691	1.28305548389301	-7.42919354939742	1.09261770705607e-13	3.23603865583919e-12
ENSG00000118242.15	589.57042180479	-3.17632108536456	0.427650746849432	-7.42737177186055	1.107766841509e-13	3.27661192204457e-12
ENSG00000152208.12	317.146204147176	-6.97847009775427	0.93997338135393	-7.42411459322661	1.1353683176291e-13	3.35386316886043e-12
ENSG00000264364.2	3063.31035769227	-2.05749644992086	0.277159364698957	-7.42351409325699	1.14053026176888e-13	3.36471316650824e-12
ENSG00000196405.12	1253.67304485993	-2.60793467409509	0.351532122203592	-7.41876633562575	1.18216259181593e-13	3.48298699476615e-12
ENSG00000152377.13	2808.48865387895	-10.1404024156537	1.36792897838126	-7.41295971933668	1.23511409691256e-13	3.62481926779611e-12
ENSG00000084628.9	169.066508321591	-7.17619770197569	0.968371119210028	-7.41058625109539	1.25742310176654e-13	3.68550548037876e-12
ENSG00000171357.5	75.9273293068014	-9.69074962613094	1.30878472804715	-7.4043877640524	1.31756907224394e-13	3.85180153875401e-12
ENSG00000115414.18	8257.28759889005	-4.56045725901289	0.616832660423813	-7.39334596173862	1.43179298986949e-13	4.17492361097687e-12
ENSG00000270885.1	128.624806863989	-9.48819176031779	1.28413673843663	-7.38877058518639	1.48192598785602e-13	4.31553653009926e-12
ENSG00000168395.15	687.555227657055	-2.57928088873816	0.349501609852868	-7.37988271305525	1.58429035438562e-13	4.59586565191351e-12
ENSG00000102409.9	396.583528969908	-12.0764125975165	1.63662733757771	-7.37884081503258	1.59673600636641e-13	4.62603080408564e-12
ENSG00000184226.14	3129.95876192379	-5.09035951673513	0.690691866114414	-7.36994275808064	1.70701316008481e-13	4.91402336198681e-12
ENSG00000124615.17	123.205469323817	-10.3895134814467	1.41015101825573	-7.36766016330499	1.73648755150727e-13	4.99251217416809e-12
ENSG00000137266.14	682.101114456829	-2.68825889951711	0.365677098283179	-7.3514554565715	1.96060105093522e-13	5.60831171506762e-12
ENSG00000188338.14	210.70502735467	-10.2014241264121	1.38801737689866	-7.3496371848066	1.98745580929609e-13	5.67077353263549e-12
ENSG00000186575.17	494.403361135366	-1.93767396715671	0.263798784898108	-7.34527252619886	2.05340274811995e-13	5.85155047944698e-12
ENSG00000188501.11	159.160933597615	-8.89787178289193	1.21188051536834	-7.3422021973738	2.10107650576001e-13	5.97986484599053e-12
ENSG00000196653.11	104.566608419583	-8.28954430301623	1.12960549351788	-7.33844191674428	2.16094651206228e-13	6.14252443768346e-12
ENSG00000154548.8	151.085459347928	-9.72038130431818	1.32500445642798	-7.3361121595945	2.19887769992918e-13	6.24249224409544e-12
ENSG00000263146.2	123.201183305018	-9.42636611730195	1.28502229866637	-7.33556618206925	2.20786102308243e-13	6.26013091588667e-12
ENSG00000071243.15	980.846593951857	-1.92690048119591	0.262717104463674	-7.33450715030372	2.2253888712261e-13	6.30192201904354e-12
ENSG00000100678.18	80.7173816338448	-9.7789727423305	1.33457998319018	-7.32737855018241	2.34698192829763e-13	6.62963720195873e-12
ENSG00000125355.15	470.365544378549	-11.3604895285509	1.55127422000428	-7.32332774054578	2.41896048708265e-13	6.82442810076076e-12
ENSG00000162493.16	125.819926686486	-10.4205295813129	1.42309296445183	-7.3224517593809	2.43480857258003e-13	6.86057408019494e-12
ENSG00000183230.16	361.347078237168	-10.0856008593803	1.3781004849548	-7.31848001614414	2.50795359769147e-13	7.05787489422565e-12
ENSG00000204381.11	142.303546887069	-8.73741697973267	1.19586960194724	-7.30632918965874	2.74539106115989e-13	7.6973135483984e-12
ENSG00000163235.15	1827.04689890022	-6.25772134419585	0.856570715927825	-7.3055513430874	2.76132113255116e-13	7.73238351343136e-12
ENSG00000162373.12	152.257384140863	-9.73257323553521	1.33273583722548	-7.30270242885996	2.82044506114816e-13	7.88817048166164e-12
ENSG00000182771.18	322.484944446081	-9.9240565855634	1.35978061120396	-7.29827775436257	2.91474461360763e-13	8.14182926802289e-12
ENSG00000167470.12	1273.71926519794	-2.24607308158737	0.307889521516122	-7.29506178231454	2.98522060995772e-13	8.31812766261708e-12
ENSG00000163064.6	245.980881146356	-10.4248953979634	1.43050488635267	-7.28756364093492	3.15610234245242e-13	8.77264461681915e-12
ENSG00000167554.14	91.4534374558018	-5.75111102861144	0.789266225156106	-7.28665543425978	3.17744164644051e-13	8.82110888529025e-12
ENSG00000103740.9	1302.79640318936	-9.3564580609485	1.28569614589596	-7.27734783277916	3.40446665557762e-13	9.41666309458299e-12
ENSG00000121440.14	190.779140378037	-11.0205613691984	1.51516713574362	-7.27349551690853	3.50302425932079e-13	9.67742569830456e-12
ENSG00000116991.10	1533.9845725282	-3.88780333392475	0.534664516866382	-7.27148185690495	3.55565138772575e-13	9.81081929912412e-12
ENSG00000141750.6	254.000781602738	-10.4712003413657	1.44039688172338	-7.2696632950478	3.60384638437697e-13	9.93167324318911e-12
ENSG00000272391.5	1384.09197625077	-2.55446636582995	0.351578225574932	-7.2657126636687	3.71076625497748e-13	1.02138728172937e-11
ENSG00000144560.14	3704.93607295694	-2.12235113563348	0.292242199445336	-7.2623020893684	3.8055709615958e-13	1.04620793905282e-11
ENSG00000256771.3	594.272932764869	-3.38271612204358	0.466296829080653	-7.25442660357119	4.03366928918159e-13	1.1075681482008e-11
ENSG00000131849.11	93.9098322130431	-9.99870301438596	1.37968790038096	-7.24707595944354	4.25865161220105e-13	1.1665092016063e-11
ENSG00000275830.1	187.875430617921	-10.998936473404	1.51768470364025	-7.24718147782763	4.25533644697772e-13	1.1665092016063e-11
ENSG00000215386.11	183.486719390197	-3.99435975987721	0.551629806119128	-7.24101510753863	4.45338787920928e-13	1.21690035422456e-11
ENSG00000139200.13	270.376311630176	-11.5240639193587	1.59163091871501	-7.2404121984904	4.47323104404299e-13	1.22084631803482e-11
ENSG00000099954.18	1018.14446053549	-2.95764607825338	0.408525051725671	-7.23981568758106	4.49294906359748e-13	1.22474864824096e-11
ENSG00000013619.13	571.43670153104	-2.55558463464692	0.353219911671685	-7.23510920591111	4.65154688639107e-13	1.26645369323693e-11
ENSG00000108175.16	1717.38123521048	-2.73851623880938	0.37853734832601	-7.23446775046057	4.67358378000756e-13	1.26939478678619e-11
ENSG00000212127.5	74.6292529851266	-3.20243216445671	0.443051226674187	-7.22813068027399	4.89687415497021e-13	1.32685326323761e-11
ENSG00000119720.17	551.436202595805	-1.87009258709612	0.258782095703222	-7.22651457788947	4.95547455683014e-13	1.34112352138021e-11
ENSG00000165895.17	1873.19559311437	-4.07972335747292	0.564760559375705	-7.22381067470912	5.05506232199588e-13	1.36541669272216e-11
ENSG00000127995.16	1383.18604133306	-2.92387192724182	0.404931862039694	-7.22065167338006	5.17390261377592e-13	1.39522495544282e-11
ENSG00000131558.14	2587.12350292851	-1.87606305263731	0.260070871841148	-7.21366079698158	5.4467336670792e-13	1.46704752572891e-11
ENSG00000260400.1	112.662762549419	-9.29695996217191	1.28900820326755	-7.21249092023211	5.49374950378352e-13	1.47794942007738e-11
ENSG00000078053.16	387.94977853644	-9.59749623155489	1.33247343037752	-7.20276743442135	5.90025626367884e-13	1.58353908606431e-11
ENSG00000134824.13	6203.04595015509	-3.11180672444617	0.432050149902291	-7.20242019392865	5.91530657398495e-13	1.58381632652739e-11
ENSG00000177822.7	77.7413837030037	-9.72474798788102	1.35029112138996	-7.20196395712845	5.93513837270668e-13	1.5872456443364e-11
ENSG00000184083.11	631.185328018975	-3.45488894606179	0.479990847132974	-7.19782255578025	6.11816908310618e-13	1.63425986926754e-11
ENSG00000117598.11	146.186932846601	-9.67342546301503	1.34453439221092	-7.19462850415324	6.26310558355694e-13	1.66706313282944e-11
ENSG00000206432.4	403.528735149873	-9.6553444160691	1.34200162197245	-7.1947337901707	6.25827473653691e-13	1.66706313282944e-11
ENSG00000111276.10	2400.03393714656	-2.42411953917837	0.336969986068763	-7.19387375552106	6.29784312120124e-13	1.67433716297536e-11
ENSG00000241399.6	255.79100420163	-10.4812615134405	1.45725309780901	-7.19247845772236	6.362560876587e-13	1.6855937947141e-11
ENSG00000144712.11	158.700765856216	-9.79239104806302	1.36154174216104	-7.19213428779683	6.37862454100229e-13	1.6878706952877e-11
ENSG00000009694.13	405.264027379586	-8.07867122941531	1.12366591401774	-7.18956687093008	6.49971804884165e-13	1.71589519237995e-11
ENSG00000166444.18	503.645933945769	-3.36119541893718	0.467641939896272	-7.18754057791038	6.59688000392783e-13	1.73748594788766e-11
ENSG00000047644.18	775.36384820481	-2.62386018391649	0.365146320737923	-7.18577741277507	6.68258389477503e-13	1.7580096723414e-11
ENSG00000075461.5	612.767150072987	-10.2550950909214	1.42721430758495	-7.18539257658822	6.70143481605345e-13	1.76091888340902e-11
ENSG00000125820.5	292.729982437668	-10.6756516975584	1.48590944526415	-7.18459104731011	6.74086488766568e-13	1.76922258689279e-11
ENSG00000183850.13	129.195844946833	-9.49511315048084	1.32226150956054	-7.18096464415468	6.92212536143079e-13	1.81258619835009e-11
ENSG00000148604.13	61.8731587978498	-9.39540633318867	1.30845465530621	-7.1805364405157	6.94384180327656e-13	1.81406863665253e-11
ENSG00000186205.12	86.0154272609571	-4.42292405220455	0.615949507695018	-7.18066009786394	6.93756363490304e-13	1.81406863665253e-11
ENSG00000196295.11	1035.04586963686	-2.83995971579525	0.395926477078915	-7.17294720158155	7.34001670724178e-13	1.91314530046424e-11
ENSG00000146197.8	217.522805983944	-11.2098209385641	1.56286814266218	-7.17259545611405	7.35890690933224e-13	1.91585919743191e-11
ENSG00000074181.8	1011.41257483238	-8.76592330605216	1.2236978674381	-7.16347028078444	7.86599217123653e-13	2.04316886305291e-11
ENSG00000136153.19	358.709457546509	-3.47553984197791	0.485445593307982	-7.15948376067124	8.09814369868717e-13	2.09705951699738e-11
ENSG00000088448.14	2659.02431045296	-2.30470732288757	0.322754825613826	-7.1407369928688	9.28318259335984e-13	2.38659112906423e-11
ENSG00000197121.14	6582.44025076844	-3.84305441468911	0.538451573863332	-7.1372331352207	9.522825778812e-13	2.44459145812009e-11
ENSG00000146963.17	1774.45024170546	-1.98500942137807	0.278353922290333	-7.13124286176802	9.9466634841922e-13	2.54846600244643e-11
ENSG00000166526.16	2197.72147376128	-1.96633331697236	0.275786720918797	-7.12990571272403	1.0043770488243e-12	2.57043177229123e-11
ENSG00000256223.5	228.381460980425	-2.65527799728659	0.372426784512026	-7.12966442723952	1.00613920445282e-12	2.57202870387159e-11
ENSG00000105877.17	81.6527913986295	-6.60074591450048	0.926181405465144	-7.12683916514764	1.02699977147111e-12	2.61942898822847e-11
ENSG00000272168.6	225.189463048806	-10.2968738571423	1.44632275869336	-7.11934718253672	1.08439443720814e-12	2.75029691268569e-11
ENSG00000161835.10	140.329531572683	-9.61375506354296	1.35078782750256	-7.1171466516082	1.10184232959019e-12	2.79141625157838e-11
ENSG00000183307.3	82.930567731986	-4.6601429265538	0.655067887772897	-7.11398469309399	1.12739660502194e-12	2.84976604924896e-11
ENSG00000116729.13	5307.62271458498	-3.18510519433859	0.447930605996919	-7.11071123896475	1.15446456779806e-12	2.91167302489962e-11
ENSG00000071246.10	1512.462695363	-2.2124115140164	0.31132894726561	-7.10634694732992	1.19154658094824e-12	3.00184722812357e-11
ENSG00000166689.15	49.1065555503312	-5.59037605196451	0.787091710963069	-7.10257264064469	1.2245562774764e-12	3.0815726902463e-11
ENSG00000138449.10	108.731549348741	-10.2101093293026	1.43777175951824	-7.10134224136084	1.23550991803984e-12	3.10567887962896e-11
ENSG00000132563.15	508.322277113313	-10.582469334666	1.49092503316656	-7.09792182655222	1.26646781659866e-12	3.17643060149795e-11
ENSG00000165495.15	203.599270071205	-4.13934512688528	0.583345252060991	-7.09587523385293	1.285353994323e-12	3.22022500706333e-11
ENSG00000154556.17	513.645418455533	-7.87360526944981	1.11014376221179	-7.09241950228401	1.31787301092824e-12	3.29803923598631e-11
ENSG00000227502.2	62.2780461190094	-9.40484778709274	1.32655786614171	-7.08966267294976	1.34439289367459e-12	3.36068480213035e-11
ENSG00000106565.17	57.2115560974125	-9.28428782420898	1.31153421997514	-7.07895202641756	1.4524865240957e-12	3.61092304417102e-11
ENSG00000232803.1	254.533000711467	-9.57723438019214	1.3536448244656	-7.07514571554846	1.4929180359342e-12	3.7073584369276e-11
ENSG00000240024.5	315.672399756876	-2.40098902165435	0.33960562042082	-7.06993311441425	1.55008392420898e-12	3.84509292198404e-11
ENSG00000231252.2	98.7228583525691	-10.0696464720028	1.42463636586431	-7.06822225887351	1.56931061824039e-12	3.88851769199521e-11
ENSG00000055118.14	309.339114053851	-9.86440697193897	1.39633831977133	-7.06448203294631	1.61216200375777e-12	3.99032168246639e-11
ENSG00000180938.5	60.9125329642445	-9.37283331335068	1.32875928062664	-7.05382340504179	1.7406726873431e-12	4.29898594410704e-11
ENSG00000100234.11	602.220395556701	-7.5649730697776	1.07264023769899	-7.05266575306357	1.75522131596597e-12	4.33018463954137e-11
ENSG00000165795.23	1023.18156684038	-6.66588256685628	0.945606612841452	-7.04931889892984	1.7979566874744e-12	4.42917706573983e-11
ENSG00000100647.7	514.866790369958	-2.13638145143542	0.303310080546975	-7.04355571559892	1.87395018020054e-12	4.60800067161826e-11
ENSG00000134072.10	221.365178154025	-11.235612392166	1.5965085218675	-7.03761504449927	1.95558060480943e-12	4.79828561427616e-11
ENSG00000178665.14	395.918944008612	-4.12304688698097	0.585849674118559	-7.03772156771155	1.95408661564949e-12	4.79828561427616e-11
ENSG00000188191.14	337.328759185754	-3.29505259275148	0.468319873312653	-7.03590169992997	1.97976478847009e-12	4.8523562570333e-11
ENSG00000197852.9	1778.69687633948	-5.7839700299529	0.822780965546997	-7.02978103790677	2.06857901186952e-12	5.0645448006747e-11
ENSG00000134376.15	426.456388950026	-5.68438223602355	0.808631896014859	-7.02962901171425	2.07083401415895e-12	5.06457868527749e-11
ENSG00000227986.1	54.2683752100357	-9.20689234740515	1.31367438811907	-7.00850410929274	2.40879549903423e-12	5.85941449808133e-11
ENSG00000021300.13	1367.74116531232	-3.05618420280634	0.43619086985259	-7.00652951273183	2.44302047793394e-12	5.92353827900764e-11
ENSG00000175356.12	51.9025641353967	-5.6726587983954	0.809665029933983	-7.00617982581998	2.44913098689891e-12	5.93198950074401e-11
ENSG00000244682.7	476.753386465433	-9.15789793551356	1.30716877240592	-7.00590323823135	2.45397475625586e-12	5.9373577667955e-11
ENSG00000247416.2	96.6543326560384	-9.07629678660534	1.29803959094843	-6.99231121292195	2.703942376772e-12	6.52120489117329e-11
ENSG00000105767.2	3822.33512483512	-4.02951099774907	0.576940933435322	-6.98426955729394	2.86341820876892e-12	6.87646383440594e-11
ENSG00000269918.1	48.4492227681582	-9.04390909510512	1.29800654571643	-6.96753735560967	3.22536828403017e-12	7.69660744271529e-11
ENSG00000081138.13	191.49144018777	-11.0259915871007	1.58261431915156	-6.96694795040888	3.23890429987809e-12	7.72075520766298e-11
ENSG00000164684.13	1761.21776893816	-3.58221990728824	0.514257907340714	-6.96580423198995	3.26532952780679e-12	7.77554443302191e-11
ENSG00000165029.15	318.55996994494	-8.31013387637383	1.19336469722712	-6.96361631585305	3.31647092008132e-12	7.88901156336816e-11
ENSG00000233369.7	859.994368580519	-3.23560279089706	0.464772296910849	-6.96169460271791	3.36203722848947e-12	7.98899235430127e-11
ENSG00000101098.12	1355.77947031555	-10.4046430299884	1.49843916425642	-6.94365395551549	3.82085779904343e-12	9.04122979505586e-11
ENSG00000135298.13	600.113309591198	-4.97264899322857	0.716135066867931	-6.94373062190183	3.81878374211166e-12	9.04122979505586e-11
ENSG00000277053.4	471.372051099854	-3.304380704275	0.476796999260148	-6.93037227457903	4.1973458552121e-12	9.90100434614646e-11
ENSG00000144834.13	50.9196891631422	-4.61861286152389	0.666458479994793	-6.93008341878998	4.20592533437518e-12	9.9108968411064e-11
ENSG00000118298.10	333.224099304316	-9.96645341265555	1.43842217470976	-6.92874010696237	4.24605025834115e-12	9.98462473860492e-11
ENSG00000267106.5	109.815876999822	-2.9661027083133	0.42824322275546	-6.92621050539553	4.32263110789958e-12	1.0154139061987e-10
ENSG00000006715.15	2482.07594966917	-2.27321904421763	0.328421743826047	-6.92164598401763	4.46425756485244e-12	1.04692856220457e-10
ENSG00000121904.17	284.660520060203	-9.73932294250634	1.40709351397944	-6.92158896743282	4.46605511091782e-12	1.04692856220457e-10
ENSG00000106070.17	4448.61951576791	-4.04007765968008	0.583741586249003	-6.92100366814833	4.48454875496999e-12	1.05017443279598e-10
ENSG00000135999.11	692.375323664804	-2.29482037267331	0.331929020103836	-6.9135876458028	4.72547488117447e-12	1.10544804725446e-10
ENSG00000214960.9	48.8345434391068	-9.05594041757708	1.31194384683344	-6.90268904376883	5.1027247760543e-12	1.19246509296045e-10
ENSG00000166682.10	234.570636863006	-4.79712475542842	0.695056946866417	-6.90177226061216	5.13577251343907e-12	1.1989482154824e-10
ENSG00000078237.6	891.312016343022	-2.40790499852216	0.34928742801382	-6.89376371836345	5.43352464618584e-12	1.26714953513424e-10
ENSG00000274627.1	144.121437797483	-2.67953138520709	0.388700094096651	-6.8935701994989	5.44092499758517e-12	1.26756724840649e-10
ENSG00000169436.16	201.825200147138	-9.24450472519411	1.34224720979406	-6.88733391117458	5.68476822322032e-12	1.32165012662894e-10
ENSG00000133256.12	144.95945652786	-10.6241427155458	1.54370170306188	-6.88225108158728	5.89140529206955e-12	1.36828342024859e-10
ENSG00000157399.14	68.7909933990898	-9.55042581687934	1.3892336138255	-6.87460029892348	6.21639082836882e-12	1.44227926015892e-10
ENSG00000152092.15	1102.80637297071	-9.52415783360911	1.38557411558795	-6.87379890145225	6.25143196463439e-12	1.44892163627495e-10
ENSG00000165323.15	1618.14351725632	-10.4409980158026	1.51954743746371	-6.87112344003534	6.36982431806113e-12	1.47484928216747e-10
ENSG00000041982.15	12755.4353596391	-7.99944828617117	1.16430124901252	-6.87060010710782	6.39323803606531e-12	1.47875530336749e-10
ENSG00000176024.17	78.9345426771117	-7.88338490276026	1.14785169343921	-6.86794726864055	6.51322858654961e-12	1.50343145657659e-10
ENSG00000229897.2	316.838914117358	-2.33436907822899	0.340116463829433	-6.86344039905009	6.72215784303787e-12	1.55007472384663e-10
ENSG00000130294.15	869.877838389484	-8.18398498099014	1.19360607041627	-6.85652091073562	7.05577569415135e-12	1.6253457608199e-10
ENSG00000170629.14	455.90035354736	-5.08773410196218	0.742132211880178	-6.85556295834742	7.10322295597652e-12	1.63334009767688e-10
ENSG00000135838.13	95.8240585555284	-10.0266669343172	1.46315291208702	-6.85278131320895	7.24277662935238e-12	1.66333603933034e-10
ENSG00000260793.2	108.882340828677	-3.18023133044449	0.464093349937911	-6.85256819747571	7.25357866159165e-12	1.66412558979338e-10
ENSG00000166454.9	1486.61148279091	-1.88195454514846	0.274870828988098	-6.84668704961031	7.55798048136048e-12	1.72869679066583e-10
ENSG00000225783.6	2665.82481937328	-8.18258104988217	1.19541226695366	-6.84498668458065	7.64829850469986e-12	1.74582070312331e-10
ENSG00000104415.13	883.751737095928	-11.3748520426553	1.66471136743886	-6.83292747628397	8.3199023553275e-12	1.89148041675745e-10
ENSG00000139971.15	205.070888815561	-4.01630337676228	0.5884182022119	-6.82559336482921	8.75626313084427e-12	1.98868376111376e-10
ENSG00000187416.11	163.031217638314	-9.83035127839926	1.443947403206	-6.80797046801905	9.89851763462124e-12	2.23463238268902e-10
ENSG00000184408.9	1962.71208549083	-9.82119645043909	1.44301556974397	-6.80602251033342	1.00334019937406e-11	2.26056648309621e-10
ENSG00000064225.12	1057.73714354621	-2.45236024991557	0.360675977974833	-6.79934456318764	1.05096186291933e-11	2.36550161137959e-10
ENSG00000233822.4	63.5739888330714	-3.83894751354305	0.564800504515974	-6.79699731648252	1.06822086751663e-11	2.40195573772545e-10
ENSG00000139946.9	518.593430308394	-7.35575577185804	1.08243832816425	-6.79554260087314	1.07905624423761e-11	2.42390785360652e-10
ENSG00000261959.1	86.3883365076194	-8.9127421043045	1.31233756290311	-6.79150117793475	1.10972677886457e-11	2.49032827693957e-10
ENSG00000228314.1	50.5923433512274	-5.89796418250832	0.868516300754724	-6.79085030112054	1.11474550741086e-11	2.49663220777707e-10
ENSG00000258441.1	683.032152005737	-2.94640363701193	0.434397272617347	-6.78273972407595	1.17917966690684e-11	2.63311285699217e-10
ENSG00000155980.11	124.800184672033	-9.44505177996078	1.39346135131251	-6.7781225299607	1.21747579019046e-11	2.7159445120162e-10
ENSG00000131435.12	51.1584884346552	-9.12326641031116	1.34614366525411	-6.77733487576081	1.22412931345822e-11	2.72809410508174e-10
ENSG00000154856.12	308.62337428059	-10.7520389700833	1.58700432669138	-6.77505334374189	1.24360366435749e-11	2.76603893771168e-10
ENSG00000280079.1	45.4368976014994	-8.95179190217143	1.32153542051822	-6.7737812874218	1.2545929136182e-11	2.78773752821476e-10
ENSG00000160229.11	43.1678069880713	-8.87798022683902	1.31298866026831	-6.76165796056821	1.3642146851773e-11	3.02240426035652e-10
ENSG00000053254.15	1399.9134701243	-2.33150700610047	0.345088325608034	-6.75626160923419	1.41597652765598e-11	3.13094301095595e-10
ENSG00000182580.2	784.507513425523	-5.28519422031882	0.783148984519376	-6.74864467016118	1.49232556048925e-11	3.2933176773375e-10
ENSG00000223547.9	235.403695734488	-6.35539340230132	0.943546816702127	-6.7356418248695	1.63207879405227e-11	3.59120901538394e-10
ENSG00000170919.15	312.515305314754	-2.91594779305295	0.433433829606338	-6.72755007540905	1.72543464114098e-11	3.78189835310415e-10
ENSG00000224272.2	60.2377318874551	-9.35845589605489	1.39264363213043	-6.71992150765704	1.81822479024435e-11	3.98141897383158e-10
ENSG00000221994.10	47.0218750103589	-9.00000050180499	1.33933384882139	-6.71975886350141	1.82025538371466e-11	3.98200688878838e-10
ENSG00000128709.12	88.4909944101253	-6.72366157970411	1.00119448493501	-6.71563984907545	1.87242746247014e-11	4.08822374849277e-10
ENSG00000007372.21	203.075901975939	-10.1482133725889	1.5111736252392	-6.71545162190249	1.87484623887348e-11	4.08955360097131e-10
ENSG00000134755.14	42.248006081101	-8.84486798977076	1.31747556066486	-6.71349682214005	1.9001475802985e-11	4.13675674562482e-10
ENSG00000144231.10	1244.51667445714	-1.89204699846785	0.281872649226718	-6.71241783712767	1.91425596878949e-11	4.15945734449085e-10
ENSG00000213976.4	85.0197115169073	-8.89087439308573	1.3246924370658	-6.71165181012061	1.92433444576933e-11	4.17734003895248e-10
ENSG00000255864.5	45.1293003599986	-8.94174296927524	1.33295135916943	-6.70822900458039	1.97000604178297e-11	4.26828346425805e-10
ENSG00000019144.18	2288.02799277309	-2.87745091193813	0.429403115054301	-6.70104806196913	2.06929961315244e-11	4.47483566105443e-10
ENSG00000260604.2	186.450060090595	-8.12896394776718	1.21370696734425	-6.69763309141614	2.11822286501606e-11	4.57625241908537e-10
ENSG00000105559.11	424.789678940727	-3.23999696981308	0.484119182012147	-6.69256061358004	2.19298863384756e-11	4.71972925216068e-10
ENSG00000120162.9	1905.48841713638	-3.85759976215609	0.576629984790937	-6.68990490245613	2.23315669112526e-11	4.79704134087914e-10
ENSG00000132688.10	7255.05084369176	-6.3413681533541	0.948470370623932	-6.68588956467092	2.29526071710216e-11	4.91642670000707e-10
ENSG00000133083.14	439.314590423273	-10.3685477874626	1.55569671279235	-6.66489020784254	2.64863283104423e-11	5.63064954994708e-10
ENSG00000166377.19	488.689333443029	-2.43530541037547	0.365499099164297	-6.66295872122182	2.68369058306806e-11	5.69446383062649e-10
ENSG00000186479.4	73.9876193936745	-9.65420892703612	1.44980192482344	-6.65898476318538	2.75725515252313e-11	5.8341247131758e-10
ENSG00000272505.1	132.441218832691	-4.57682954658048	0.687388888583421	-6.65828270225966	2.77045504755065e-11	5.85657092278293e-10
ENSG00000122565.18	12750.3708568251	-1.87030738965705	0.281077594750794	-6.65406074545102	2.8511490733823e-11	6.01028607838557e-10
ENSG00000187323.11	402.610908729115	-11.1358067970127	1.67520915468531	-6.64741281162863	2.98289569354061e-11	6.2763013857198e-10
ENSG00000168772.10	324.351593019165	-4.60395172371267	0.693117800137816	-6.64237987077701	3.08658209775973e-11	6.47637718153893e-10
ENSG00000267481.1	51.2009010898845	-9.12348267501165	1.37356779048751	-6.64217866653204	3.09079972649455e-11	6.47921078101334e-10
ENSG00000103187.7	2161.28832324009	-3.08815284992169	0.466048854110258	-6.62624276980004	3.44338695587177e-11	7.1983032774089e-10
ENSG00000163638.13	2718.18259354407	-7.55221410899597	1.13996726835545	-6.62493943347254	3.4739058620475e-11	7.2553904501432e-10
ENSG00000122643.18	1560.94474293133	-3.06012958047606	0.461976870444845	-6.62398872378482	3.49633447678351e-11	7.2954909054805e-10
ENSG00000170153.10	416.457960534041	-4.03265409134871	0.609088988220467	-6.62079625364865	3.57269124589766e-11	7.44794066188149e-10
