baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000106624.10	1988.84320838262	-10.3745112107436	0.872171633729004	-11.8950339698471	1.25601904901556e-32	2.13409913305666e-30
ENSG00000118946.11	1511.86403341535	-7.49169370505561	0.63092801543175	-11.8740863011591	1.61387729239879e-32	2.72167157116626e-30
ENSG00000196440.11	620.377620651821	-9.86265626793981	0.830768935156505	-11.8717201023914	1.66018617668209e-32	2.77902868301198e-30
ENSG00000141965.4	396.725548589036	-7.40514460817496	0.626326089935846	-11.8231456858734	2.96375026838583e-32	4.78391632607022e-30
ENSG00000162946.21	282.852409132713	-7.91836504702413	0.670687435493234	-11.8063417144543	3.61970549752604e-32	5.72694274283917e-30
ENSG00000162944.10	591.129597817202	-9.79245599346287	0.830042150396878	-11.7975406294496	4.01885865263536e-32	6.26332191946579e-30
ENSG00000134532.15	1250.70060918195	-10.8714227219169	0.925057064265465	-11.7521644251745	6.88328515823015e-32	1.06540053428551e-29
ENSG00000256463.8	591.383399668284	-9.79284024008303	0.833506458763843	-11.7489674340456	7.14870165030075e-32	1.09895482920746e-29
ENSG00000122786.19	8445.92240429618	-7.11209637138239	0.61459016481972	-11.5720959730434	5.70711854411837e-31	8.54102416291303e-29
ENSG00000204291.10	623.783138071287	-9.87167020863704	0.859553845703674	-11.4846443395941	1.57582618574581e-30	2.31237143801843e-28
ENSG00000171877.20	1293.03148457006	-3.4860458514222	0.304241974177777	-11.458135784332	2.14072950154061e-30	3.10103879973172e-28
ENSG00000165821.11	989.192330923491	-10.5372654214842	0.922192227125499	-11.4263220959139	3.08917976096978e-30	4.44645122537548e-28
ENSG00000159164.9	1678.98265817693	-10.9758438393162	0.961441207625601	-11.4160322568474	3.47750580119449e-30	4.97371367692362e-28
ENSG00000197977.3	983.896647108879	-10.9440810796652	0.960182181961527	-11.3979214416454	4.28220962396722e-30	6.08612409323341e-28
ENSG00000126878.12	4885.87183072404	-6.69365862702877	0.587324814707016	-11.3968598966278	4.33473182030633e-30	6.12226685470515e-28
ENSG00000115457.9	3288.8822738264	-9.14396628865365	0.806743856223188	-11.3344108146811	8.86265029916636e-30	1.23628500901581e-27
ENSG00000138028.15	300.929552501462	-8.49452345516335	0.754273451809807	-11.2618619080143	2.02435808011906e-29	2.75580987316449e-27
ENSG00000079308.16	778.0071048538	-7.73155132951793	0.689087688363292	-11.2199818108516	3.2533735531209e-29	4.40237937445665e-27
ENSG00000105894.11	22998.5283587488	-7.7255262651506	0.693568920584255	-11.1388011138716	8.12051129483614e-29	1.08584209609886e-26
ENSG00000076641.4	1663.08417069921	-6.10401529215716	0.549840192586231	-11.1014352432955	1.23445411305365e-28	1.64095259098743e-26
ENSG00000157349.16	212.95154067807	-7.14306277232819	0.644797877575304	-11.0779874139613	1.6043839152314e-28	2.10789928583716e-26
ENSG00000227372.11	529.301423908362	-8.63006545798443	0.779398736615612	-11.072721897727	1.70152560303091e-28	2.22260552469899e-26
ENSG00000263001.5	3255.66763818301	-3.55497867287039	0.321568517283259	-11.055120392084	2.07058843387798e-28	2.6737804245014e-26
ENSG00000102606.17	3900.46644003273	-3.18263874874059	0.288292135512233	-11.0396308351795	2.46041934819219e-28	3.15912252445722e-26
ENSG00000139438.5	198.048616390171	-4.48256763483141	0.406645711818636	-11.0232753095664	2.95121284639627e-28	3.76788180242163e-26
ENSG00000125848.9	2196.43891575697	-9.77549018043272	0.891474726993364	-10.9655269907674	5.59735082112663e-28	7.10611987954043e-26
ENSG00000182013.17	1161.85336981057	-11.181862364142	1.02164994988667	-10.9449057041332	7.02908306284717e-28	8.82462328079002e-26
ENSG00000196208.13	379.034202737694	-4.62195475259923	0.422436235198445	-10.941189148767	7.32329882074163e-28	9.09296190940216e-26
ENSG00000142149.8	1015.66624552368	-8.87968316316033	0.812567942435194	-10.9279270070004	8.47626513973836e-28	1.04670294878583e-25
ENSG00000185432.11	685.073281691814	-10.4221664156601	0.959110747998907	-10.866489023718	1.66484844206295e-27	2.03363486993181e-25
ENSG00000158528.11	849.955669902478	-10.7328994618044	0.989246681377504	-10.8495683269406	2.00369401148994e-27	2.43438049847578e-25
ENSG00000245526.10	1095.0880164359	-4.10088090742151	0.379684734552446	-10.8007526619563	3.41393467338028e-27	4.06042609205513e-25
ENSG00000007174.17	1264.50394901829	-10.8908666998148	1.01121394692729	-10.7700914657162	4.76527558290394e-27	5.63799463991954e-25
ENSG00000171766.15	463.859393088266	-6.18098206809753	0.573955246046479	-10.7691010939849	4.81680917772926e-27	5.66928405199614e-25
ENSG00000188002.10	176.998079247311	-5.56611412666571	0.516907934551755	-10.768095737382	4.86968770728387e-27	5.70182397975135e-25
ENSG00000101203.16	1255.17453121456	-8.78991096767216	0.817990675036763	-10.745734928185	6.2065638047146e-27	7.19261173635593e-25
ENSG00000196628.15	4203.46815061254	-6.51458146535131	0.608256496782481	-10.7102538153094	9.1111670134038e-27	1.03986945539848e-24
ENSG00000007062.11	503.265562659129	-9.97586966120449	0.932517106484012	-10.6977873026027	1.04237595786763e-26	1.18369909024586e-24
ENSG00000187122.16	3808.7825342674	-9.1934304375808	0.870347205225635	-10.5629458937568	4.42551134763063e-26	4.90233850165475e-24
ENSG00000109339.19	205.184335383063	-5.65695834165866	0.535641293306076	-10.5610945465815	4.5136767713831e-26	4.97561305754709e-24
ENSG00000181982.18	512.649090396651	-10.0023388829563	0.948683741096821	-10.5433860091162	5.45005728030069e-26	5.94977750822391e-24
ENSG00000110693.17	2829.97713850126	-9.59941175574658	0.911806381610558	-10.5279058683388	6.42478622247036e-26	6.94676167729116e-24
ENSG00000182568.16	850.931549063086	-8.41043858563303	0.800479231924846	-10.5067542669522	8.04135844537539e-26	8.65326753088538e-24
ENSG00000010361.13	169.219701829774	-5.56604300269791	0.532035278356642	-10.4617930974246	1.29383656902755e-25	1.38569283350164e-23
ENSG00000145794.16	1034.05587163841	-7.94650830832995	0.761525467755033	-10.4349869371489	1.71637361572216e-25	1.80402841712044e-23
ENSG00000092758.15	905.687185231061	-11.4111338186623	1.10068786068702	-10.3672750706451	3.49344594419738e-25	3.58840415668056e-23
ENSG00000169085.11	217.004914224386	-7.75894937629286	0.751418392574458	-10.3257379017696	5.39027337276546e-25	5.46230482859883e-23
ENSG00000157680.15	423.996797458758	-8.31312182233833	0.806301415689456	-10.3101912765835	6.33750603891532e-25	6.39352506550931e-23
ENSG00000172164.13	824.967315041379	-11.2744919404168	1.09363250358153	-10.3092143873687	6.40225203682651e-25	6.43013740125358e-23
ENSG00000072182.12	251.705609106548	-7.55781878846839	0.735103625563015	-10.2812971200895	8.55681440836544e-25	8.55605716815231e-23
ENSG00000172201.11	1317.21824778694	-10.140893781548	0.988396707211094	-10.2599429030496	1.06769851566117e-24	1.05823908144347e-22
ENSG00000099251.14	186.902593554323	-4.58266399325293	0.446909970973235	-10.2541099794065	1.13415991045041e-24	1.11920286708988e-22
ENSG00000160201.11	182.801620298859	-4.0392030453916	0.39536266816567	-10.2164502888751	1.67357488384603e-24	1.64432370544141e-22
ENSG00000153012.11	3566.10703190821	-10.1384646647665	0.993390299600692	-10.2059227564854	1.86539471811442e-24	1.81699094137714e-22
ENSG00000198795.10	459.020894872058	-9.42486504294071	0.928379571378637	-10.1519522116852	3.2480016640488e-24	3.11009922051588e-22
ENSG00000161298.17	305.79888071423	-7.51342138162782	0.741707596945456	-10.1298967579273	4.0707902519887e-24	3.88150709343631e-22
ENSG00000196705.8	747.144427696042	-11.1313383762995	1.1032707485026	-10.0893986280407	6.15454021921914e-24	5.79501249474642e-22
ENSG00000177453.7	201.531244643116	-7.06258231737077	0.700546598439835	-10.0815310974311	6.6678882888625e-24	6.25232114322468e-22
ENSG00000172292.14	1031.89813429146	-12.4941041962866	1.23936357130864	-10.0810645766312	6.69962633262004e-24	6.25612214316313e-22
ENSG00000005513.9	774.468332517053	-11.1854406294716	1.11001806349704	-10.0768095559028	6.99609460284573e-24	6.50608007551884e-22
ENSG00000010295.19	422.464500331834	-8.5041977097366	0.846335060866586	-10.0482635104694	9.35004464053632e-24	8.55434448529715e-22
ENSG00000003096.14	376.135492241382	-7.97208394695016	0.795921454067045	-10.0161691913366	1.29422450683583e-23	1.17337288163993e-21
ENSG00000187068.2	894.187267298907	-10.3906084638484	1.03919769244574	-9.99868315661314	1.54436977939854e-23	1.38490747122414e-21
ENSG00000114200.9	18190.2356615976	-6.93779901045156	0.697599739864332	-9.94524311577412	2.6452731810138e-23	2.34423071939411e-21
ENSG00000113140.10	29503.9908955373	-10.4808743139646	1.05447619488422	-9.93941291876711	2.80475213397354e-23	2.47585112201305e-21
ENSG00000175265.17	1799.58721954067	-4.27852688732293	0.430765057419559	-9.93239078618139	3.00951666819078e-23	2.646266835322e-21
ENSG00000197872.11	777.796473076665	-10.1926288262268	1.02779088582906	-9.91702589190111	3.51060989825328e-23	3.0749132744468e-21
ENSG00000168453.14	673.108225639422	-8.80818001724835	0.889248768158417	-9.90519226187918	3.95209176492347e-23	3.44823821249964e-21
ENSG00000134853.11	4242.26578939764	-8.04697258714321	0.81376023935102	-9.8886283674424	4.6637389250971e-23	4.05350662420555e-21
ENSG00000010810.17	3014.59696593571	-2.8142936576891	0.285312604811263	-9.86389528619243	5.96878420096783e-23	5.14819028143019e-21
ENSG00000198521.11	695.410644319267	-11.0292652175791	1.1181405522772	-9.86393454303841	5.96645009801956e-23	5.14819028143019e-21
ENSG00000138696.10	253.851810906152	-8.57213614887072	0.869118630615186	-9.86302197066369	6.02094349749366e-23	5.1734327435879e-21
ENSG00000198300.12	1041.74325200268	-10.2904962939717	1.04525569501086	-9.84495596923273	7.20707779386909e-23	6.14586958437184e-21
ENSG00000178498.15	626.392853129854	-9.87199746612463	1.00340987709442	-9.8384495623175	7.68865452194594e-23	6.5318877777043e-21
ENSG00000144406.18	316.898233706848	-7.07077810621674	0.721843217879896	-9.79544855596774	1.17773508054446e-22	9.85720642597919e-21
ENSG00000228526.6	272.986243431069	-7.35091093820915	0.7533876971335	-9.75714226045633	1.71931699036609e-22	1.43369466229863e-20
ENSG00000155849.15	665.445290731398	-10.9648937536428	1.13015208233534	-9.70214002613259	2.95240063859602e-22	2.4173315083693e-20
ENSG00000092421.16	1696.30445204263	-3.74950828696941	0.38663895258756	-9.697699266657	3.08373704542458e-22	2.50670107023398e-20
ENSG00000091972.18	428.74509907235	-7.32311606325993	0.75587688119119	-9.68823924303571	3.38310566900379e-22	2.74019433362537e-20
ENSG00000123610.4	712.006649932557	-12.9207072046295	1.33456894574093	-9.68155841319697	3.61168031067336e-22	2.90451073525255e-20
ENSG00000092964.17	2635.76585302945	-3.30462841059713	0.342572321303847	-9.64651317426801	5.085554796715e-22	4.07529671262998e-20
ENSG00000161551.14	255.055694274361	-4.77776678444871	0.49720227643077	-9.60930190977104	7.30425070587786e-22	5.81202314969817e-20
ENSG00000076770.14	968.999121116182	-8.1184265563312	0.845099199553384	-9.60647763081731	7.50732892411428e-22	5.9526532991977e-20
ENSG00000135905.18	1674.07898235116	-5.40125785288213	0.562509102756418	-9.60208079551919	7.83465263334698e-22	6.19047133595717e-20
ENSG00000129675.15	982.217500990184	-9.20111936970315	0.958761195493666	-9.59688336673397	8.23982768951004e-22	6.48793122395637e-20
ENSG00000213096.10	634.5190955655	-3.31971051581078	0.346531255066453	-9.57983000746691	9.72047934343928e-22	7.57459973113933e-20
ENSG00000198729.4	648.272256787605	-11.8233465835661	1.23591126959405	-9.5665011513728	1.10584821056388e-21	8.58761438567784e-20
ENSG00000138336.8	418.86106919651	-9.70886359916266	1.01499585555452	-9.56542191382495	1.11744751099597e-21	8.64797221009826e-20
ENSG00000184486.9	2090.72775331866	-6.17680719025871	0.64741776585447	-9.54068225499879	1.41895710143036e-21	1.08696923993638e-19
ENSG00000146938.14	794.181219231625	-12.1162004264714	1.27122827311823	-9.53109735102981	1.55629331363256e-21	1.18814582099556e-19
ENSG00000082684.14	339.36776384537	-9.40466230713715	0.988007328028517	-9.51881837344602	1.75159329167248e-21	1.33274428300386e-19
ENSG00000164929.16	6241.52916562261	-10.4356710887542	1.09786663556442	-9.50540871787141	1.99263955792788e-21	1.50600898762723e-19
ENSG00000126785.12	807.117381977844	-8.53624647784059	0.89811834252852	-9.50458984481716	2.00837894370653e-21	1.51284491232934e-19
ENSG00000187391.19	1517.72765266607	-4.75823686997408	0.502425173948655	-9.47053833425224	2.78405143064872e-21	2.08324484204635e-19
ENSG00000172687.13	734.219258443256	-12.0030750649093	1.26777866509345	-9.46780017316709	2.85798941402632e-21	2.1315130289824e-19
ENSG00000100842.12	644.039402064006	-12.7759714389332	1.35208287775022	-9.44910378585052	3.41744104288305e-21	2.54037278575892e-19
ENSG00000106477.18	1158.45922543746	-2.99114747413583	0.317531438851731	-9.42000415754901	4.51070164988864e-21	3.3311384275877e-19
ENSG00000152953.12	479.872647826427	-10.4930684883217	1.11952248230035	-9.37280729437518	7.06284993163342e-21	5.16525186909554e-19
ENSG00000225889.7	129.266748754204	-6.78039426917004	0.723447349680421	-9.37233963489568	7.09422190294292e-21	5.17145892137755e-19
ENSG00000102230.13	404.461573590216	-10.2459481532831	1.09342987547467	-9.37046662350911	7.2212562487379e-21	5.24713661443662e-19
ENSG00000185909.14	130.466665852625	-5.25825248698679	0.56126319456611	-9.3686037814251	7.34983177922045e-21	5.32344546624435e-19
ENSG00000177098.8	282.502527811007	-7.5538398731771	0.807440701888992	-9.3552874601256	8.33726931839216e-21	5.96220291319703e-19
ENSG00000176971.3	645.28143664905	-11.8168038286626	1.26403351562634	-9.34848932609776	8.89084694356682e-21	6.33802395049599e-19
ENSG00000178573.6	1254.57451031778	-9.87901834624329	1.05756613277796	-9.34127714575506	9.51790093931681e-21	6.76369576813463e-19
ENSG00000151490.13	867.913908013556	-10.0255835367705	1.07354689512019	-9.33874764329513	9.74802658672348e-21	6.88393452521179e-19
ENSG00000160584.15	1488.55832838527	-2.60305285902612	0.279052811332325	-9.32817285229259	1.07711646007354e-20	7.55921669712478e-19
ENSG00000198892.6	385.112261835998	-8.59538719189799	0.924052742535848	-9.30183613579236	1.38040895670405e-20	9.65773424260004e-19
ENSG00000167654.17	426.796637698483	-9.32109077714809	1.00541069712931	-9.27092859043782	1.84532293171522e-20	1.28309561879694e-18
ENSG00000167785.8	604.102547914821	-11.7215798451658	1.26475375036152	-9.26787514313772	1.89891007783811e-20	1.31630582634925e-18
ENSG00000213753.10	269.146999288014	-6.942945720393	0.75037775963525	-9.25260061514601	2.19095804978695e-20	1.5141061164858e-18
ENSG00000182132.13	714.989970966919	-11.0682687082338	1.19666769036743	-9.24924170454986	2.26090910655843e-20	1.55768365823193e-18
ENSG00000113657.12	348.368318569861	-5.13518445734606	0.555425219974638	-9.24550105517453	2.34141096637696e-20	1.60824331362269e-18
ENSG00000171004.18	508.364917717933	-12.4346929961162	1.3466906841508	-9.23351824027598	2.61885506913802e-20	1.79336020764791e-18
ENSG00000016391.10	398.687936322146	-8.6347125908059	0.9363286711356	-9.22188207729827	2.91930401593868e-20	1.99306441547378e-18
ENSG00000198346.10	128.67046942346	-5.87086385971685	0.637755745495422	-9.20550524426282	3.40067588837679e-20	2.31471306402225e-18
ENSG00000165152.8	478.025071589115	-10.4884272940738	1.14054398818612	-9.19598665436328	3.71568765648166e-20	2.52153482465984e-18
ENSG00000160352.15	459.218954592991	-4.3070154250219	0.468639052268321	-9.19047485303445	3.91110976256385e-20	2.63830622132591e-18
ENSG00000079215.13	3212.73470913579	-3.66861655049665	0.399385035713418	-9.18566351376544	4.08997967378101e-20	2.74259230469149e-18
